Unnamed: 0,x5,y5,z5,c5,x6,y6,z6,c6,x7,y7,z7,c7,rolling_var_x5_10,rolling_var_y5_10,rolling_var_z5_10,rolling_var_c5_10,rolling_var_x6_10,rolling_var_y6_10,rolling_var_z6_10,rolling_var_c6_10,rolling_var_x7_10,rolling_var_y7_10,rolling_var_z7_10,rolling_var_c7_10,rolling_var_x5_20,rolling_var_y5_20,rolling_var_z5_20,rolling_var_c5_20,rolling_var_x6_20,rolling_var_y6_20,rolling_var_z6_20,rolling_var_c6_20,rolling_var_x7_20,rolling_var_y7_20,rolling_var_z7_20,rolling_var_c7_20
28,-296,242,-204,932,-396.0,251.0,-60.0,1008.0,132.0,161.0,-216.0,1008.0,543.8399999999999,18.71,509.55999999999995,443.0,785.4399999999999,11.1875,193.4,24.96,143.8,50.15,379.35999999999996,149.44,543.8399999999999,18.71,509.55999999999995,443.0,785.4399999999999,11.1875,193.4,24.96,143.8,50.15,379.35999999999996,149.44
29,-272,236,-220,908,-392.0,256.0,-44.0,1020.0,140.0,158.0,-176.0,1028.0,837.76,19.589999999999996,464.76000000000005,524.64,999.8,11.727500000000001,280.76,24.160000000000004,258.04,65.24749999999999,496.0,218.56,837.76,19.589999999999996,464.76000000000005,524.64,999.8,11.727500000000001,280.76,24.160000000000004,258.04,65.24749999999999,496.0,218.56
30,-300,241,-200,940,-408.0,254.0,-24.0,1016.0,120.0,147.0,-204.0,1012.0,944.7599999999999,24.95,423.35999999999996,568.44,1567.1599999999999,15.627499999999998,339.84000000000003,27.639999999999997,392.44000000000005,104.4875,495.16,315.84,944.7599999999999,24.95,423.35999999999996,568.44,1567.1599999999999,15.627499999999998,339.84000000000003,27.639999999999997,392.44000000000005,104.4875,495.16,315.84
31,-320,242,-224,928,-384.0,250.0,-36.0,1012.0,132.0,156.0,-176.0,1008.0,2053.56,24.71,366.84,808.4399999999999,1972.0,15.9875,384.0,27.639999999999997,516.96,142.69,505.44000000000005,431.8,2053.56,24.71,366.84,808.4399999999999,1972.0,15.9875,384.0,27.639999999999997,516.96,142.69,505.44000000000005,431.8
32,-300,245,-184,928,-400.0,255.0,-32.0,1004.0,144.0,149.0,-156.0,1016.0,2756.6400000000003,24.447499999999998,242.04000000000002,936.96,2472.64,14.4475,491.64,32.8,714.24,191.01,540.0,698.5599999999998,2756.6400000000003,24.447499999999998,242.04000000000002,936.96,2472.64,14.4475,491.64,32.8,714.24,191.01,540.0,698.5599999999998
33,-300,242,-156,920,-412.0,253.0,-24.0,1016.0,136.0,146.0,-176.0,1024.0,3620.1600000000008,23.310000000000002,219.36000000000004,1106.56,3054.84,15.747499999999999,639.2,27.639999999999997,910.2,255.04750000000004,543.36,953.76,3620.1600000000008,23.310000000000002,219.36000000000004,1106.56,3054.84,15.747499999999999,639.2,27.639999999999997,910.2,255.04750000000004,543.36,953.76
34,-300,241,-172,932,-404.0,253.0,-20.0,1016.0,144.0,146.0,-156.0,1032.0,4607.16,24.51,243.96000000000004,1361.7599999999998,3952.7600000000007,16.7275,767.2,28.959999999999997,1137.44,369.2275000000001,626.0400000000001,1077.2400000000002,4607.16,24.51,243.96000000000004,1361.7599999999998,3952.7600000000007,16.7275,767.2,28.959999999999997,1137.44,369.2275000000001,626.0400000000001,1077.2400000000002
35,-300,243,-168,932,-412.0,258.0,-32.0,1012.0,132.0,142.0,-160.0,1024.0,5526.4,26.947499999999998,241.44,1630.56,4582.5599999999995,17.439999999999998,850.36,50.35999999999999,1511.2,461.62749999999994,576.4399999999999,1484.6399999999999,5526.4,26.947499999999998,241.44,1630.56,4582.5599999999995,17.439999999999998,850.36,50.35999999999999,1511.2,461.62749999999994,576.4399999999999,1484.6399999999999
36,-292,235,-168,936,-416.0,258.0,-12.0,1008.0,132.0,149.0,-160.0,1024.0,7059.039999999999,24.427500000000002,235.04000000000002,1998.8400000000001,5878.2,20.5475,999.0399999999997,56.44,2261.56,656.14,627.36,1796.9599999999998,7059.039999999999,24.427500000000002,235.04000000000002,1998.8400000000001,5878.2,20.5475,999.0399999999997,56.44,2261.56,656.14,627.36,1796.9599999999998
37,-292,239,-164,932,-400.0,256.0,-32.0,1008.0,148.0,150.0,-180.0,1020.0,8150.2,26.527500000000003,227.35999999999999,2623.2,7327.160000000001,23.05,1099.9599999999998,52.959999999999994,3085.44,826.8599999999999,573.24,2782.84,8150.2,26.527500000000003,227.35999999999999,2623.2,7327.160000000001,23.05,1099.9599999999998,52.959999999999994,3085.44,826.8599999999999,573.24,2782.84
38,-320,239,-176,912,-388.0,254.0,-44.0,1012.0,136.0,147.0,-168.0,1016.0,10080.960000000001,28.9875,223.16000000000003,3759.3600000000006,8565.560000000001,23.9275,1335.1599999999999,52.959999999999994,4099.64,1016.9400000000002,688.16,3710.84,10080.960000000001,28.9875,223.16000000000003,3759.3600000000006,8565.560000000001,23.9275,1335.1599999999999,52.959999999999994,4099.64,1016.9400000000002,688.16,3710.84
39,-304,239,-164,920,-420.0,257.0,-24.0,1020.0,156.0,146.0,-160.0,1008.0,12136.0,29.4875,200.44000000000003,5369.44,9234.56,23.047499999999996,1499.8400000000001,51.64,5527.04,1215.0475000000001,656.4399999999999,4808.639999999999,12136.0,29.4875,200.44000000000003,5369.44,9234.56,23.047499999999996,1499.8400000000001,51.64,5527.04,1215.0475000000001,656.4399999999999,4808.639999999999
40,-312,242,-168,936,-416.0,257.0,-24.0,1016.0,136.0,151.0,-192.0,1032.0,13623.160000000003,28.490000000000002,234.04000000000005,7010.039999999999,12069.6,23.339999999999996,1632.9600000000003,51.35999999999999,6886.4,1418.4474999999998,569.6,5722.360000000001,13623.160000000003,28.490000000000002,234.04000000000005,7010.039999999999,12069.6,23.339999999999996,1632.9600000000003,51.35999999999999,6886.4,1418.4474999999998,569.6,5722.360000000001
41,-300,240,-180,932,-392.0,256.0,-40.0,1016.0,136.0,148.0,-168.0,1008.0,15595.960000000001,25.610000000000003,260.8,8762.560000000001,15156.6,22.7875,1739.0399999999997,51.35999999999999,8046.839999999999,1581.4275,563.0400000000001,6935.039999999999,15595.960000000001,25.610000000000003,260.8,8762.560000000001,15156.6,22.7875,1739.0399999999997,51.35999999999999,8046.839999999999,1581.4275,563.0400000000001,6935.039999999999
42,-316,243,-160,928,-412.0,257.0,-40.0,1012.0,144.0,146.0,-156.0,1008.0,18251.2,23.9875,272.76,11387.0,17341.6,20.547499999999996,1908.0,81.6,9552.960000000001,1707.4275000000002,508.15999999999997,8351.84,18251.2,23.9875,272.76,11387.0,17341.6,20.547499999999996,1908.0,81.6,9552.960000000001,1707.4275000000002,508.15999999999997,8351.84
43,-276,243,-148,916,-428.0,255.0,-20.0,1008.0,120.0,154.0,-172.0,1004.0,20051.64,20.9275,419.64,13051.960000000001,19602.039999999997,19.9875,1968.7599999999998,80.75999999999999,10856.64,1741.3474999999999,402.0400000000001,9376.64,20051.64,20.9275,419.64,13051.960000000001,19602.039999999997,19.9875,1968.7599999999998,80.75999999999999,10856.64,1741.3474999999999,402.0400000000001,9376.64
44,-264,235,-140,936,-420.0,259.0,-28.0,1012.0,112.0,162.0,-180.0,1020.0,19893.239999999998,14.889999999999997,670.8399999999999,15843.960000000001,20816.44,16.027499999999996,1798.8399999999997,77.24000000000001,11936.16,1746.7475,624.4399999999999,10058.36,19893.239999999998,14.889999999999997,670.8399999999999,15843.960000000001,20816.44,16.027499999999996,1798.8399999999997,77.24000000000001,11936.16,1746.7475,624.4399999999999,10058.36
45,-356,240,-168,872,-464.0,260.0,-40.0,1024.0,128.0,163.0,-216.0,1008.0,18451.359999999997,14.4875,901.76,18307.359999999997,21420.6,14.110000000000003,1597.56,105.44000000000001,13470.84,1742.1875,833.4399999999999,11311.160000000002,18451.359999999997,14.4875,901.76,18307.359999999997,21420.6,14.110000000000003,1597.56,105.44000000000001,13470.84,1742.1875,833.4399999999999,11311.160000000002
46,-304,226,-140,956,-468.0,264.0,-60.0,1008.0,128.0,163.0,-200.0,1012.0,19477.439999999995,10.01,1244.16,20368.159999999996,21305.760000000002,13.2,1407.8399999999997,127.2,14455.039999999999,1694.0475000000001,838.2,11560.8,19477.439999999995,10.01,1244.16,20368.159999999996,21305.760000000002,13.2,1407.8399999999997,127.2,14455.039999999999,1694.0475000000001,838.2,11560.8
47,-364,233,-172,864,-496.0,262.0,-64.0,1008.0,104.0,166.0,-204.0,976.0,17524.8,9.0475,1395.9599999999998,20789.239999999998,21487.8,13.95,1464.9599999999996,210.35999999999999,16111.16,1602.39,1424.6399999999999,12184.960000000003,17524.8,9.0475,1395.9599999999998,20789.239999999998,21487.8,13.95,1464.9599999999996,210.35999999999999,16111.16,1602.39,1424.6399999999999,12184.960000000003
48,-384,234,-164,880,-488.0,263.0,-84.0,1016.0,84.0,172.0,-240.0,976.0,17734.559999999998,8.747499999999999,1643.64,22725.439999999995,21424.8,12.989999999999998,1458.3600000000004,615.1600000000001,19039.159999999996,1451.59,1624.8,13288.960000000001,17734.559999999998,8.747499999999999,1643.64,22725.439999999995,21424.8,12.989999999999998,1458.3600000000004,615.1600000000001,19039.159999999996,1451.59,1624.8,13288.960000000001
49,-372,228,-128,888,-536.0,266.0,-72.0,1024.0,76.0,182.0,-180.0,964.0,16877.76,8.11,1712.8,27661.24,20895.8,12.027499999999998,1402.24,1431.36,23926.4,1316.2275000000002,1784.7599999999998,13715.84,16877.76,8.11,1712.8,27661.24,20895.8,12.027499999999998,1402.24,1431.36,23926.4,1316.2275000000002,1784.7599999999998,13715.84
50,-468,237,-164,844,-524.0,262.0,-72.0,1016.0,76.0,184.0,-208.0,960.0,17170.360000000004,8.11,1972.8,33666.56,23079.8,11.547499999999998,1289.4399999999998,2128.44,30191.360000000004,1169.49,1788.1600000000003,18686.2,17170.360000000004,8.11,1972.8,33666.56,23079.8,11.547499999999998,1289.4399999999998,2128.44,30191.360000000004,1169.49,1788.1600000000003,18686.2
51,-444,235,-128,860,-552.0,264.0,-88.0,1024.0,60.0,188.0,-208.0,932.0,19360.440000000002,5.8,1995.8400000000001,42680.96000000001,22804.8,9.239999999999998,1379.64,3856.44,37388.0,991.9399999999999,1818.0399999999997,31666.559999999998,19360.440000000002,5.8,1995.8400000000001,42680.96000000001,22804.8,9.239999999999998,1379.64,3856.44,37388.0,991.9399999999999,1818.0399999999997,31666.559999999998
52,-468,232,-148,848,-564.0,265.0,-100.0,1016.0,52.0,196.0,-212.0,928.0,19215.36,4.56,2035.3600000000006,54915.2,21301.44,7.727500000000001,1187.3600000000001,6074.040000000001,45750.24,791.3475000000001,2077.2400000000007,51853.56,19215.36,4.56,2035.3600000000006,54915.2,21301.44,7.727500000000001,1187.3600000000001,6074.040000000001,45750.24,791.3475000000001,2077.2400000000007,51853.56
53,-488,230,-136,832,-596.0,267.0,-104.0,1020.0,44.0,212.0,-228.0,940.0,21522.56,4.827500000000001,2164.6400000000003,67981.43999999999,19515.04,8.4275,1063.16,8763.36,56115.840000000004,607.95,2203.96,70869.76,21522.56,4.827500000000001,2164.6400000000003,67981.43999999999,19515.04,8.4275,1063.16,8763.36,56115.840000000004,607.95,2203.96,70869.76
54,-496,228,-144,820,-592.0,268.0,-104.0,1036.0,16.0,212.0,-196.0,892.0,21757.56,4.89,2214.2,83191.8,17269.239999999998,11.84,933.4399999999999,13506.560000000001,66293.56,478.14750000000004,2318.56,90168.16,21757.56,4.89,2214.2,83191.8,17269.239999999998,11.84,933.4399999999999,13506.560000000001,66293.56,478.14750000000004,2318.56,90168.16
55,-548,235,-152,800,-648.0,269.0,-116.0,1028.0,-24.0,237.0,-236.0,896.0,20549.24,5.459999999999999,4400.640000000001,102006.84,14565.24,11.5475,743.36,18787.04,75836.64,321.4875,2638.8399999999997,115390.56000000001,20549.24,5.459999999999999,4400.640000000001,102006.84,14565.24,11.5475,743.36,18787.04,75836.64,321.4875,2638.8399999999997,115390.56000000001
56,-544,229,-152,764,-672.0,269.0,-128.0,1020.0,-40.0,237.0,-204.0,828.0,19559.16,4.9875,8393.44,115144.43999999999,12679.2,12.247499999999999,686.84,25172.6,85317.24,267.96000000000004,2568.76,143268.6,19559.16,4.9875,8393.44,115144.43999999999,12679.2,12.247499999999999,686.84,25172.6,85317.24,267.96000000000004,2568.76,143268.6
57,-608,227,-152,716,-688.0,269.0,-144.0,1008.0,-72.0,246.0,-248.0,820.0,17258.4,9.51,11994.240000000002,126918.23999999999,10407.16,13.627499999999998,632.76,32780.96,92478.24,194.16,2775.1600000000003,169607.16,17258.4,9.51,11994.240000000002,126918.23999999999,10407.16,13.627499999999998,632.76,32780.96,92478.24,194.16,2775.1600000000003,169607.16
58,-624,229,-160,680,-688.0,270.0,-136.0,1016.0,-108.0,256.0,-220.0,796.0,15352.76,12.6,16500.96,138326.84000000003,7827.959999999999,17.5475,671.0400000000001,42688.159999999996,98936.63999999998,140.22750000000002,2654.2,194464.76,15352.76,12.6,16500.96,138326.84000000003,7827.959999999999,17.5475,671.0400000000001,42688.159999999996,98936.63999999998,140.22750000000002,2654.2,194464.76
59,-628,232,-124,660,-796.0,270.0,-152.0,1016.0,-132.0,266.0,-212.0,796.0,13251.640000000003,18.3475,20879.84,148461.44,4941.4400000000005,19.139999999999997,637.56,51424.16,103013.56,109.1475,2668.9600000000005,217327.16000000006,13251.640000000003,18.3475,20879.84,148461.44,4941.4400000000005,19.139999999999997,637.56,51424.16,103013.56,109.1475,2668.9600000000005,217327.16000000006
60,-672,230,-180,628,-836.0,270.0,-160.0,1016.0,-132.0,267.0,-200.0,748.0,10987.960000000001,22.6875,24742.4,156325.56,4070.2,21.4275,666.2400000000001,60566.840000000004,104786.56,95.54749999999999,2781.2400000000002,233875.63999999998,10987.960000000001,22.6875,24742.4,156325.56,4070.2,21.4275,666.2400000000001,60566.840000000004,104786.56,95.54749999999999,2781.2400000000002,233875.63999999998
61,-736,229,-184,568,-852.0,270.0,-168.0,992.0,-172.0,274.0,-224.0,728.0,9437.560000000001,28.847500000000004,27541.560000000005,160597.44,3883.2,21.2,684.6,68474.24,102999.04000000001,82.2875,3005.24,251144.16,9437.560000000001,28.847500000000004,27541.560000000005,160597.44,3883.2,21.2,684.6,68474.24,102999.04000000001,82.2875,3005.24,251144.16
62,-728,225,-208,584,-880.0,273.0,-164.0,1016.0,-192.0,274.0,-184.0,728.0,8816.640000000001,32.45,30207.160000000003,163460.16,3995.6400000000003,20.71,705.6,74238.84,99144.8,72.8275,2945.6,261166.56,8816.640000000001,32.45,30207.160000000003,163460.16,3995.6400000000003,20.71,705.6,74238.84,99144.8,72.8275,2945.6,261166.56
63,-716,228,-228,516,-868.0,273.0,-164.0,1016.0,-192.0,274.0,-132.0,728.0,8338.359999999999,38.7,32598.24,164883.96000000002,4669.56,21.2875,952.4399999999999,80402.04,93512.8,61.5,2964.1600000000003,263395.95999999996,8338.359999999999,38.7,32598.24,164883.96000000002,4669.56,21.2875,952.4399999999999,80402.04,93512.8,61.5,2964.1600000000003,263395.95999999996
64,-716,228,-232,484,-892.0,272.0,-164.0,992.0,-236.0,276.0,-136.0,660.0,7926.839999999999,47.65999999999999,33631.16,162323.36000000002,5822.5599999999995,20.7875,1150.8399999999997,84911.04000000001,83885.56,48.059999999999995,2813.24,259429.56,7926.839999999999,47.65999999999999,33631.16,162323.36000000002,5822.5599999999995,20.7875,1150.8399999999997,84911.04000000001,83885.56,48.059999999999995,2813.24,259429.56
