,x5,y5,z5,c5,x6,y6,z6,c6,x7,y7,z7,c7,
414,276,-36,-340,-1020,304,-36,-964,-356,211,268,-940,-372,
415,275,-28,-344,-1020,302,-44,-988,-376,212,264,-952,-344,
416,277,-48,-364,-1020,304,-32,-972,-356,212,264,-944,-348,
417,275,-36,-352,-1024,301,-36,-988,-360,212,272,-944,-348,
418,275,-40,-352,-1020,303,-40,-984,-368,212,256,-956,-344,
419,276,-44,-356,-1024,304,-40,-980,-356,210,272,-956,-348,
420,274,-36,-352,-1024,302,-24,-980,-348,211,280,-956,-340,
421,272,-24,-360,-1008,301,-36,-984,-340,212,280,-968,-328,
422,273,-32,-352,-1020,303,-20,-1000,-336,209,260,-956,-324,
423,273,-32,-364,-1024,302,-24,-1004,-336,209,268,-960,-324,
424,271,-36,-368,-1024,302,-24,-996,-328,209,272,-948,-312,
425,273,-36,-364,-1012,306,-20,-1004,-336,211,272,-956,-324,
426,271,-36,-352,-1012,300,-32,-976,-344,207,256,-948,-316,
427,273,-44,-356,-1008,303,-24,-1016,-332,213,260,-956,-340,
428,273,-44,-356,-1012,302,-32,-992,-320,211,260,-956,-324,
429,274,-44,-368,-1012,300,-28,-1004,-340,210,260,-968,-332,
430,275,-44,-368,-1020,300,-32,-980,-340,210,264,-952,-336,
431,273,-40,-356,-1012,302,-40,-1000,-336,212,260,-956,-336,
432,274,-36,-356,-1024,305,-36,-988,-328,213,256,-952,-320,
433,273,-32,-364,-1020,302,-28,-988,-328,214,268,-948,-324,
434,272,-32,-352,-1012,299,-24,-992,-336,210,268,-944,-328,
435,273,-28,-356,-1012,302,-24,-1004,-332,211,272,-968,-308,
436,273,-32,-360,-1008,302,-12,-988,-324,210,276,-968,-320,
437,272,-28,-352,-1012,304,-12,-996,-324,211,268,-952,-320,
438,274,-32,-360,-1008,305,-24,-988,-320,212,264,-952,-320,
439,275,-32,-356,-1016,304,-16,-988,-332,210,252,-952,-324,
440,274,-32,-356,-1020,300,-24,-1012,-328,212,268,-972,-324,
441,276,-32,-352,-1024,301,-32,-1000,-324,210,268,-964,-312,
442,276,-36,-372,-1020,304,-24,-996,-324,212,272,-940,-316,
443,272,-32,-352,-1012,303,-24,-996,-324,211,256,-944,-304,
444,273,-28,-352,-1008,305,-24,-992,-316,212,268,-964,-320,
445,275,-44,-356,-1016,303,-16,-988,-328,208,272,-948,-316,
446,272,-36,-368,-1016,305,-16,-992,-316,209,272,-944,-332,
447,274,-28,-360,-1012,306,-12,-1004,-312,211,268,-960,-324,
448,274,-32,-368,-1008,305,-16,-1008,-324,212,264,-944,-324,
449,273,-36,-364,-1020,303,-16,-988,-308,211,256,-952,-312,
450,276,-32,-368,-1016,301,-12,-996,-316,211,260,-952,-320,
451,274,-40,-348,-1016,304,-28,-1000,-324,211,264,-960,-324,
452,274,-36,-356,-1020,302,-20,-996,-316,211,276,-944,-316,
453,274,-32,-372,-1024,303,-16,-1008,-312,212,264,-956,-324,
454,274,-32,-368,-1012,304,-28,-980,-332,214,252,-960,-324,
455,274,-44,-360,-1020,303,-24,-996,-328,212,256,-956,-332,
456,272,-36,-376,-1008,303,-36,-988,-340,214,268,-952,-336,
457,273,-20,-376,-1012,303,-16,-1004,-332,213,244,-944,-332,
458,272,-48,-376,-1024,306,-28,-984,-336,211,272,-948,-336,
459,273,-24,-372,-1004,303,-20,-988,-332,212,264,-940,-332,
460,274,-24,-376,-1020,304,-20,-992,-344,211,272,-964,-340,
461,273,-28,-380,-1024,306,-20,-996,-348,210,272,-924,-340,
462,277,-20,-380,-1012,306,-16,-984,-336,210,260,-944,-356,
463,273,-36,-368,-996,304,-32,-976,-348,212,272,-952,-332,
464,274,-24,-388,-1012,304,-16,-976,-348,210,276,-944,-368,
465,272,-36,-376,-1012,305,-32,-976,-344,214,252,-932,-372,
466,275,-24,-364,-1016,302,-28,-980,-356,212,268,-924,-356,
467,274,-28,-372,-1012,303,-24,-992,-360,211,276,-944,-368,
468,276,-20,-360,-1016,306,-24,-988,-368,211,284,-936,-372,
469,275,-32,-356,-1012,304,-28,-968,-372,212,292,-912,-368,
470,277,-36,-360,-1016,303,-28,-988,-364,212,264,-920,-384,
471,277,-40,-364,-1020,306,-36,-972,-364,211,264,-948,-364,
472,275,-28,-364,-1020,306,-24,-984,-364,212,268,-940,-372,
473,277,-40,-364,-1008,306,-36,-992,-372,211,276,-920,-376,
474,278,-28,-364,-1016,305,-24,-980,-356,213,268,-924,-368,
475,276,-28,-356,-1012,305,-44,-956,-356,211,264,-936,-368,
476,277,-32,-364,-1008,306,-48,-984,-372,213,264,-916,-368,
477,275,-40,-372,-1024,305,-32,-984,-364,213,264,-940,-380,
478,277,-36,-348,-1016,305,-32,-988,-356,214,256,-932,-376,
479,275,-20,-364,-1008,306,-24,-1004,-360,213,264,-948,-376,
480,276,-40,-372,-1008,305,-44,-964,-360,212,264,-924,-384,
481,277,-32,-364,-1012,303,-32,-980,-364,213,272,-924,-384,
482,276,-36,-372,-1004,303,-32,-984,-364,212,260,-932,-368,
483,277,-24,-356,-1016,306,-16,-972,-380,210,264,-928,-384,
484,276,-24,-356,-1008,306,-24,-988,-364,211,260,-936,-384,
485,276,-32,-368,-1004,303,-24,-968,-360,209,256,-924,-372,
486,276,-20,-360,-1020,305,-32,-1000,-360,212,260,-944,-376,
487,276,-28,-372,-1016,304,-24,-972,-368,211,280,-936,-368,
488,275,-24,-364,-1016,303,-16,-980,-360,210,268,-948,-360,
489,274,-20,-372,-1016,306,-28,-992,-360,209,264,-944,-352,
490,276,-24,-372,-1008,302,-20,-1000,-356,212,284,-928,-348,
491,275,-20,-372,-1012,305,-20,-976,-352,213,248,-940,-344,
492,275,-16,-356,-1016,305,-24,-1004,-356,212,264,-936,-340,
493,275,-20,-368,-1012,306,-20,-988,-356,211,272,-956,-344,
494,273,-28,-372,-1008,305,-8,-984,-352,211,256,-944,-328,
495,273,-20,-376,-1016,306,-32,-992,-344,210,260,-960,-324,
496,274,-40,-380,-1008,306,12,-968,-340,212,256,-936,-328,
497,274,-12,-376,-1016,306,-4,-980,-352,209,280,-960,-320,
498,269,-28,-384,-1012,307,8,-980,-348,209,268,-952,-316,
499,272,-20,-388,-1000,307,0,-996,-344,211,296,-948,-324,
500,274,-20,-392,-996,307,-16,-968,-332,213,260,-956,-312,
501,272,-12,-388,-1004,304,0,-1004,-348,211,264,-964,-312,
502,271,-20,-384,-1012,302,-8,-996,-340,211,268,-948,-320,
503,272,-16,-380,-1004,302,-4,-988,-340,212,268,-964,-332,
504,273,-24,-376,-1000,306,-16,-972,-352,211,264,-948,-332,
505,275,-20,-380,-1008,308,0,-980,-356,211,268,-944,-340,
506,274,-20,-384,-1008,305,-8,-988,-344,212,268,-924,-336,
507,275,-32,-376,-1008,305,-28,-996,-328,212,256,-952,-340,
508,275,-36,-388,-1008,304,-12,-984,-336,214,240,-960,-336,
509,275,-32,-384,-1008,305,-12,-972,-340,212,244,-940,-352,
510,275,-32,-384,-1000,303,-16,-1012,-340,212,252,-936,-332,
511,274,-32,-384,-1000,304,-20,-984,-340,212,240,-988,-344,
512,274,-20,-412,-1004,304,4,-1000,-332,214,260,-932,-316,
513,274,-24,-392,-992,304,-12,-984,-336,211,264,-980,-332,
514,275,-28,-388,-1000,306,0,-1012,-328,210,256,-952,-312,
515,275,-24,-392,-996,306,-16,-984,-332,211,244,-952,-332,
516,277,-36,-392,-1008,305,-12,-988,-328,211,256,-972,-320,
517,274,-36,-400,-988,308,-24,-1008,-328,213,244,-972,-300,
518,273,-40,-400,-996,306,-20,-992,-312,212,260,-948,-308,
519,273,-40,-396,-1004,304,-28,-1004,-316,212,252,-952,-304,
520,275,-36,-388,-992,306,-12,-988,-320,213,248,-972,-304,
521,275,-32,-404,-1004,308,-12,-1000,-308,211,252,-960,-300,
522,274,-20,-396,-1000,308,-24,-1004,-300,214,260,-972,-292,
523,273,-32,-412,-992,309,-8,-1012,-296,210,264,-980,-288,
524,271,-20,-416,-984,307,-4,-1004,-304,211,252,-972,-296,
525,272,-16,-400,-992,305,-8,-996,-308,211,256,-952,-292,
526,271,-24,-400,-1004,308,-12,-1000,-312,209,268,-964,-288,
527,272,-24,-404,-1004,310,-4,-1004,-308,212,260,-960,-312,
528,272,-28,-404,-988,308,-12,-1012,-304,212,268,-964,-312,
529,274,-28,-400,-1004,306,-12,-984,-320,211,264,-964,-308,
530,271,-20,-408,-996,306,-16,-992,-316,210,248,-960,-316,
531,271,-24,-408,-996,306,-16,-1012,-312,209,268,-956,-316,
532,273,-32,-404,-996,307,-12,-976,-316,211,268,-960,-300,
533,275,-28,-404,-1000,307,-8,-992,-316,210,268,-964,-320,
534,273,-28,-404,-996,309,-8,-1012,-312,210,248,-972,-312,
535,274,-20,-408,-996,305,-12,-1000,-312,211,248,-972,-316,
536,273,-20,-416,-996,306,-4,-1008,-308,211,248,-956,-320,
537,273,-20,-404,-1000,308,-4,-1000,-312,212,264,-956,-324,
538,275,-20,-412,-1000,307,-4,-1028,-316,211,240,-984,-304,
539,273,-20,-412,-992,307,-12,-992,-304,209,256,-956,-300,
540,271,-32,-404,-984,306,-16,-1016,-296,210,260,-976,-296,
541,272,-20,-412,-996,309,0,-996,-296,209,252,-968,-292,
542,273,-16,-408,-992,304,-8,-1000,-304,209,264,-976,-300,
543,272,-36,-412,-992,307,-4,-1020,-296,212,260,-956,-296,
544,273,-28,-412,-1004,305,-12,-1008,-296,210,260,-960,-284,
545,272,-24,-408,-1000,308,-8,-1008,-292,210,260,-948,-292,
546,274,-24,-412,-984,306,-4,-1000,-292,210,252,-968,-288,
547,271,-24,-412,-1000,305,0,-1016,-284,209,268,-952,-296,
548,273,-40,-408,-992,309,-12,-1016,-284,212,248,-964,-296,
549,273,-16,-412,-992,304,4,-1004,-300,210,280,-984,-296,
550,272,-16,-412,-996,306,-8,-1016,-296,212,268,-944,-320,
551,272,-20,-416,-992,309,4,-1000,-312,208,268,-936,-316,
552,271,-28,-412,-992,306,-12,-980,-304,209,264,-956,-316,
553,272,-20,-408,-1008,306,-12,-992,-328,211,260,-952,-328,
554,273,-20,-400,-992,306,-12,-996,-328,211,268,-952,-324,
555,273,-32,-404,-992,307,-4,-996,-324,212,252,-952,-324,
556,272,-32,-420,-996,308,-12,-976,-332,211,264,-948,-324,
557,272,-32,-420,-996,308,-12,-1012,-320,210,248,-964,-332,
558,273,-32,-396,-1004,304,0,-992,-332,212,264,-948,-336,
559,274,-24,-396,-1004,307,-4,-988,-336,210,256,-948,-328,
560,272,-36,-412,-1004,307,0,-992,-340,210,256,-940,-332,
561,276,-28,-396,-996,306,-8,-984,-340,210,260,-940,-332,
562,274,-28,-404,-996,306,4,-992,-336,212,252,-956,-332,
563,273,-28,-392,-1004,306,-4,-992,-340,211,272,-940,-344,
564,276,-28,-396,-1008,307,0,-972,-340,212,272,-952,-344,
565,275,-12,-392,-996,307,0,-992,-352,210,264,-968,-340,
566,272,-32,-384,-996,305,-4,-972,-348,208,260,-940,-328,
567,274,-24,-388,-996,306,-8,-992,-352,208,268,-972,-336,
568,274,-20,-396,-980,307,4,-992,-344,208,260,-948,-324,
569,272,-32,-392,-1000,307,4,-992,-336,212,272,-960,-324,
570,274,-32,-404,-996,307,0,-1000,-328,210,268,-952,-320,
571,274,-28,-412,-996,308,-12,-988,-328,208,256,-956,-320,
572,273,-28,-412,-996,308,4,-996,-328,209,260,-968,-312,
573,273,-24,-404,-996,306,0,-1008,-316,207,268,-948,-312,
574,272,-24,-412,-996,308,8,-992,-336,210,268,-948,-300,
575,271,-32,-428,-1012,305,-8,-1000,-336,209,252,-960,-304,
576,271,-20,-416,-996,310,-8,-992,-328,208,264,-968,-308,
577,273,-24,-416,-996,306,-8,-996,-324,210,256,-964,-304,
578,273,-28,-404,-1000,308,-4,-1016,-320,211,268,-960,-304,
579,274,-32,-400,-1004,306,-16,-984,-336,209,244,-964,-324,
580,274,-32,-416,-1000,308,-12,-996,-336,212,260,-952,-316,
581,273,-28,-392,-996,307,-8,-976,-340,211,264,-964,-320,
582,275,-44,-396,-1000,308,-8,-996,-340,209,264,-968,-316,
583,273,-24,-396,-996,304,-8,-988,-332,213,256,-952,-340,
584,276,-20,-400,-1012,307,-8,-1004,-340,210,268,-964,-324,
585,276,-32,-396,-1000,308,0,-1004,-344,212,264,-944,-332,
586,274,-24,-392,-1000,312,-4,-984,-348,212,260,-944,-340,
587,278,-20,-388,-1004,308,-8,-976,-340,210,264,-956,-336,
588,277,-24,-388,-1000,310,0,-988,-348,211,264,-940,-340,
589,277,-28,-396,-1000,308,-16,-992,-340,211,268,-960,-344,
590,275,-28,-396,-996,307,-20,-984,-352,212,256,-960,-344,
591,278,-28,-400,-1012,309,-4,-988,-336,211,260,-952,-348,
592,277,-32,-384,-1008,307,-48,-952,-372,206,296,-988,-340,
593,279,-16,-412,-1000,307,-40,-964,-328,210,228,-916,-348,
594,280,-20,-412,-1016,308,-44,-1060,-340,209,256,-912,-344,
595,280,-20,-424,-1004,309,12,-956,-332,216,252,-936,-348,
596,280,-20,-404,-992,307,-12,-1016,-332,213,272,-936,-360,
597,279,-32,-408,-1000,309,-8,-1032,-328,210,264,-972,-336,
598,280,-24,-392,-996,310,-44,-1048,-328,208,264,-908,-360,
599,276,-36,-424,-1008,307,-24,-1076,-324,220,268,-912,-352,
600,278,-36,-404,-996,307,-60,-964,-360,209,276,-944,-320,
601,277,-32,-424,-996,308,-40,-1012,-352,210,272,-932,-336,
602,277,-28,-408,-988,308,-20,-1016,-328,214,284,-972,-340,
603,276,-36,-416,-992,307,-24,-1000,-336,214,280,-960,-328,
604,279,-36,-416,-992,306,-40,-956,-348,212,284,-964,-336,
605,277,-20,-416,-1000,307,-28,-1020,-352,211,280,-952,-328,
606,278,-28,-412,-992,309,-36,-1016,-328,212,280,-968,-336,
607,275,-32,-412,-1004,309,-36,-1028,-336,213,260,-968,-336,
608,275,-28,-420,-980,309,-32,-988,-340,211,260,-932,-332,
609,275,-24,-400,-992,309,-28,-984,-352,211,292,-936,-324,
610,279,-16,-404,-996,307,-24,-1016,-340,211,256,-940,-336,
611,275,-32,-396,-992,305,-32,-1008,-352,208,276,-940,-348,
612,277,-28,-408,-996,307,-40,-1016,-332,213,264,-960,-332,
613,278,-28,-408,-1008,307,-32,-996,-348,213,268,-940,-332,
614,278,-32,-408,-1008,308,-12,-1000,-344,210,284,-940,-336,
615,277,-32,-408,-1000,308,-52,-1036,-352,213,284,-948,-340,
616,279,-28,-396,-996,307,-44,-988,-340,213,276,-952,-336,
617,276,-24,-404,-996,307,-36,-996,-340,212,256,-948,-336,
618,277,,,,,,,,,,,,
