,x5,y5,z5,c5,x6,y6,z6,c6,x7,y7,z7,c7,
105,243,-80,1020,92,182,-132,1084,8,161,-260,964,-256,
106,239,-72,1020,84,182,-132,1068,24,154,-248,952,-256,
107,242,-80,1004,92,183,-128,1088,20,156,-256,944,-256,
108,244,-72,1020,100,171,-120,1080,20,155,-248,944,-256,
109,243,-80,1016,100,180,-120,1064,32,157,-252,952,-268,
110,243,-68,1008,104,179,-140,1072,24,162,-260,952,-268,
111,241,-68,1024,96,180,-116,1080,20,156,-256,972,-256,
112,243,-72,1016,96,178,-120,1072,8,161,-260,956,-264,
113,242,-68,1020,96,178,-124,1064,0,166,-260,968,-260,
114,243,-88,1016,96,177,-132,1068,4,174,-264,948,-256,
115,245,-64,1024,96,170,-136,1064,32,151,-256,956,-252,
116,245,-68,1020,88,177,-144,1092,24,151,-256,948,-252,
117,242,-84,1016,92,179,-156,1052,28,159,-244,972,-256,
118,240,-80,1016,96,179,-156,1052,32,156,-240,972,-256,
119,241,-76,1016,104,176,-164,1064,20,158,-244,968,-264,
120,244,-84,1008,96,182,-132,1056,44,148,-256,960,-264,
121,242,-84,1012,100,178,-124,1088,12,148,-256,956,-260,
122,245,-96,1008,92,186,-124,1056,32,170,-248,952,-264,
123,245,-80,1016,88,180,-148,1084,16,157,-248,944,-268,
124,242,-88,1020,100,182,-148,1076,-4,166,-272,948,-260,
125,242,-80,1008,96,179,-140,1068,24,160,-248,952,-264,
126,243,-84,1028,92,186,-140,1064,16,157,-244,976,-264,
127,239,-80,1020,92,181,-160,1060,0,157,-252,952,-276,
128,244,-76,1024,96,178,-140,1064,8,160,-256,964,-264,
129,242,-80,1020,92,182,-148,1068,12,161,-264,940,-260,
130,247,-76,1024,96,180,-140,1064,24,156,-232,964,-264,
131,243,-96,1016,92,186,-144,1060,4,160,-252,956,-264,
132,241,-76,1024,84,184,-140,1080,12,155,-260,956,-264,
133,240,-84,996,92,181,-140,1088,0,164,-220,944,-276,
134,247,-84,1024,84,182,-140,1040,24,153,-248,948,-272,
135,241,-72,1012,76,185,-148,1040,4,167,-260,956,-248,
136,240,-92,1000,76,183,-156,1072,-20,173,-260,992,-256,
137,245,-72,1004,76,188,-120,1080,4,158,-256,964,-256,
138,244,-76,1032,84,181,-164,1088,24,153,-260,936,-260,
139,241,-72,1016,84,181,-132,1088,4,155,-244,940,-268,
140,242,-64,1028,100,183,-128,1084,4,162,-244,924,-240,
141,240,-84,1024,76,190,-128,1056,8,158,-264,948,-244,
142,241,-84,1032,84,185,-152,1064,24,162,-256,944,-256,
143,240,-76,1024,76,182,-132,1072,8,169,-280,952,-260,
144,240,-80,1040,88,183,-144,1072,40,157,-264,928,-252,
145,242,-68,1028,88,181,-120,1060,24,155,-264,968,-244,
146,242,-80,1028,96,182,-124,1068,20,154,-256,972,-256,
147,241,-56,1020,84,185,-136,1064,24,166,-256,944,-276,
148,245,-80,1008,100,182,-148,1044,20,156,-252,964,-256,
149,244,-72,1024,88,181,-124,1100,0,161,-248,920,-256,
150,244,-84,1028,72,190,-132,1060,20,148,-248,976,-260,
151,243,-64,1024,80,183,-136,1088,8,157,-268,968,-256,
152,242,-72,1012,84,180,-124,1076,4,162,-272,952,-272,
153,239,-72,1028,76,180,-136,1080,0,156,-256,956,-272,
154,243,-84,1024,88,186,-124,1080,40,165,-252,968,-256,
155,243,-88,1020,92,181,-144,1068,0,167,-264,968,-252,
156,242,-84,1020,84,182,-164,1064,4,163,-264,964,-256,
157,244,-88,1024,96,183,-160,1052,-12,171,-268,972,-240,
158,239,-80,1024,88,182,-184,1068,-4,170,-240,924,-256,
159,246,-84,1016,80,191,-136,1068,24,157,-260,956,-252,
160,241,-96,1020,68,199,-120,1040,-8,172,-248,952,-276,
161,247,-108,1012,84,192,-172,1072,-12,173,-240,960,-272,
162,244,-84,1008,76,192,-168,1056,-16,175,-248,944,-256,
163,249,-84,1008,72,189,-124,1092,12,154,-260,952,-260,
164,241,-88,1024,80,189,-156,1044,0,170,-276,964,-264,
165,245,-92,1016,84,188,-148,1088,0,159,-256,932,-272,
166,243,-92,1024,72,187,-128,1064,-28,157,-264,944,-268,
167,244,-88,1020,64,188,-172,1044,28,156,-272,944,-268,
168,244,-76,1020,76,185,-164,1084,4,161,-264,956,-272,
169,245,-88,1024,72,191,-144,1048,20,159,-256,920,-280,
170,247,-80,1016,80,190,-144,1088,0,162,-244,956,-276,
171,246,-84,1032,72,188,-168,1036,16,161,-280,996,-244,
172,240,-112,1020,88,186,-144,1084,20,162,-240,964,-264,
173,250,-88,1028,88,187,-152,1076,16,161,-260,976,-264,
174,243,-88,1012,84,190,-152,1040,-4,156,-268,992,-272,
175,243,-96,1020,84,188,-180,1072,4,153,-264,964,-284,
176,243,-100,1024,80,189,-196,1044,-12,174,-252,952,-276,
177,246,-84,1020,80,188,-188,1044,40,153,-264,948,-272,
178,246,-80,1012,72,192,-120,1080,-4,179,-268,956,-232,
179,242,-92,1032,76,183,-136,1068,32,155,-252,956,-240,
180,249,-88,1012,72,191,-160,1056,16,175,-248,956,-276,
181,245,-96,1024,68,188,-160,1072,28,156,-288,948,-268,
182,245,-84,1020,68,195,-136,1084,4,155,-228,960,-292,
183,250,-68,1024,60,190,-116,1064,36,161,-272,960,-268,
184,244,-88,1008,64,196,-152,1068,-4,167,-252,932,-280,
185,247,-72,1020,72,192,-140,1080,8,165,-260,972,-272,
186,248,-88,996,68,192,-140,1076,-12,172,-240,948,-280,
187,247,-92,1012,64,195,-140,1036,-4,158,-264,944,-288,
188,245,-72,1016,68,186,-116,1084,-20,174,-240,948,-292,
189,244,-80,1012,60,192,-172,1056,-32,182,-256,972,-288,
190,247,-72,1020,56,186,-96,1048,-12,155,-232,960,-288,
191,245,-72,1016,68,191,-128,1044,4,160,-236,952,-268,
192,243,-80,1016,84,189,-144,1100,8,159,-256,956,-284,
193,246,-76,1016,84,187,-136,1068,-24,174,-248,980,-284,
194,242,-88,1024,76,188,-156,1040,12,158,-248,944,-312,
195,247,-100,1024,76,191,-164,1096,-16,157,-244,948,-268,
196,241,-100,1020,76,191,-160,1048,8,170,-260,936,-288,
197,243,-88,1020,80,183,-152,1072,-4,167,-268,944,-280,
198,247,-104,1016,76,194,-144,1084,-4,167,-256,968,-280,
199,242,-88,1024,76,190,-156,1036,-4,168,-268,968,-280,
200,245,-80,1016,80,181,-156,1044,20,155,-240,956,-276,
201,246,-88,1032,88,180,-152,1064,-12,167,-284,948,-248,
202,245,-88,1008,76,188,-176,1060,24,169,-252,948,-284,
203,244,-92,1024,76,188,-176,1092,12,159,-252,940,-292,
204,246,-76,1032,76,186,-160,1052,-8,169,-260,936,-292,
205,242,-84,1024,72,186,-156,1088,4,159,-268,964,-296,
206,244,-96,1016,76,188,-144,1072,-16,173,-256,952,-264,
207,241,-96,1008,84,186,-188,1076,-4,168,-244,940,-284,
208,243,-80,1020,72,184,-172,1056,20,158,-276,956,-260,
209,239,-96,1020,84,187,-156,1088,20,156,-240,960,-292,
210,241,-84,1012,76,192,-172,1052,24,154,-280,952,-248,
211,244,-80,1000,68,186,-168,1088,16,155,-288,936,-284,
212,246,-88,1024,84,191,-140,1060,12,159,-272,944,-280,
213,248,-96,1004,72,189,-156,1060,8,164,-284,928,-276,
214,241,-84,1020,80,183,-164,1076,12,159,-248,936,-284,
215,247,-100,1028,72,192,-144,1076,16,161,-252,952,-280,
216,245,-84,1016,76,184,-148,1060,24,154,-264,956,-280,
217,246,-84,1028,76,187,-156,1076,16,161,-244,964,-296,
218,248,-80,1012,68,189,-152,1072,4,159,-264,956,-292,
219,243,-96,1012,80,185,-152,1048,4,160,-252,964,-272,
220,242,-88,1024,80,185,-156,1056,4,161,-244,956,-284,
221,246,-88,1008,76,187,-148,1088,-16,171,-284,952,-292,Movement1
222,244,-100,1020,80,190,-180,1060,12,158,-244,944,-296,
223,245,-88,1020,80,183,-180,1048,-4,168,-260,940,-292,
224,244,-84,1016,80,186,-172,1064,-4,167,-284,956,-292,
225,241,-96,1028,84,191,-144,1076,-4,167,-260,964,-284,
226,242,-84,1016,72,189,-156,1056,-12,168,-260,940,-292,
227,241,-84,1016,72,188,-156,1068,-24,176,-244,960,-308,
228,248,-92,1020,68,185,-160,1064,-24,176,-260,936,-300,
229,246,-92,1020,60,194,-164,1064,-24,171,-244,940,-312,
230,245,-96,1020,68,194,-184,1072,-28,182,-236,948,-320,
231,251,-96,1012,76,189,-184,1064,-52,180,-232,932,-320,
232,248,-96,1016,68,191,-188,1060,-76,185,-236,932,-316,
233,247,-96,1020,64,195,-172,1052,-64,186,-228,956,-340,
234,252,-96,1024,68,191,-200,1048,-84,183,-224,944,-340,
235,250,-96,1020,64,192,-180,1068,-100,190,-216,956,-340,
236,251,-92,1016,72,193,-180,1060,-96,197,-208,932,-336,
237,250,-96,1020,64,194,-192,1076,-104,191,-212,932,-344,
238,251,-100,1016,72,193,-196,1048,-136,197,-204,948,-360,
239,254,-104,1016,56,194,-220,1048,-152,196,-212,948,-368,
240,253,-100,1020,68,192,-212,1048,-168,200,-204,932,-384,
241,253,-104,1024,64,195,-208,1032,-144,194,-200,924,-388,
242,256,-100,1016,68,197,-228,1052,-204,204,-184,932,-388,
243,255,-108,1024,64,196,-220,1048,-200,206,-180,884,-420,
244,260,-112,1016,52,200,-220,1016,-252,208,-176,912,-440,
245,261,-116,1024,44,201,-224,1036,-264,208,-188,912,-456,
246,261,-112,1016,44,203,-232,1012,-264,207,-180,896,-468,
247,261,-120,1012,36,205,-216,1020,-280,209,-180,892,-476,
248,261,-124,1016,36,208,-224,1012,-292,210,-156,908,-480,
249,261,-116,1008,40,208,-228,1012,-304,210,-176,868,-492,
250,262,-112,1020,32,210,-248,1020,-300,208,-172,876,-480,
251,263,-116,1024,28,209,-244,1016,-308,212,-172,900,-488,
252,263,-124,1024,20,216,-228,1008,-324,210,-172,876,-516,
253,261,-112,1024,16,219,-224,992,-312,209,-172,856,-524,
254,262,-112,1012,12,213,-244,1012,-344,214,-164,884,-544,
255,264,-116,1016,16,223,-232,968,-388,214,-188,852,-568,
256,263,-120,1028,0,233,-228,976,-392,214,-184,844,-560,
257,264,-120,1032,0,233,-248,976,-376,210,-144,860,-572,
258,266,-108,1020,-8,242,-248,1000,-444,215,-168,792,-604,
259,264,-136,1028,-16,231,-256,968,-444,217,-124,788,-624,
260,266,-116,1016,-44,251,-264,952,-452,214,-140,784,-664,
261,266,-120,1016,-40,249,-240,900,-488,217,-136,772,-668,
262,269,-132,1028,-48,249,-240,924,-500,216,-140,780,-676,
263,269,-128,1016,-72,260,-232,900,-532,218,-164,744,-696,
264,272,-124,1024,-72,269,-256,896,-512,216,-152,732,-700,
265,270,-128,1024,-100,268,-240,880,-548,214,-120,712,-728,
266,270,-132,1020,-104,264,-236,868,-588,218,-124,696,-748,
267,271,-128,1020,-128,279,-244,832,-620,219,-120,700,-772,
268,272,-132,1016,-152,276,-216,804,-648,220,-144,664,-800,
269,270,-136,1008,-172,283,-212,792,-644,218,-136,648,-804,
270,273,-144,996,-176,284,-196,796,-676,219,-128,600,-836,
271,268,-144,992,-196,281,-216,776,-720,221,-120,584,-872,
272,273,-136,1008,-216,285,-164,764,-720,220,-116,560,-876,
273,271,-148,1000,-244,284,-132,732,-760,224,-136,500,-916,
274,274,-136,992,-264,288,-132,712,-784,221,-144,476,-924,
275,274,-148,988,-280,286,-128,696,-776,222,-108,488,-928,
276,274,-156,972,-304,287,-104,648,-800,221,-136,424,-960,
277,274,-164,960,-348,290,-108,620,-812,223,-148,368,-976,
278,275,-168,928,-388,290,-116,572,-880,224,-200,308,-992,
279,276,-160,940,-428,290,-60,524,-880,224,-148,244,-1028,
280,275,-164,920,-456,294,-100,504,-876,225,-160,220,-1000,
281,274,-172,908,-484,296,-48,484,-916,223,-176,196,-1020,
282,275,-156,900,-512,296,-52,464,-904,226,-140,168,-1020,
283,275,-168,868,-528,295,-8,384,-948,227,-164,100,-1036,
284,277,-132,860,-592,295,-52,308,-928,227,-164,32,-1068,
285,277,-176,828,-624,294,-12,272,-992,229,-148,-52,-1060,
286,277,-168,792,-664,293,0,212,-1004,229,-152,-80,-1036,
287,278,-172,780,-688,294,44,192,-956,227,-124,-132,-1028,
288,278,-176,748,-744,292,32,116,-1000,229,-148,-200,-1036,
289,279,-184,704,-748,294,-4,20,-1000,231,-76,-248,-1028,
290,278,-176,664,-816,294,-4,-32,-988,228,-124,-304,-992,
291,279,-188,648,-832,295,28,-52,-1016,232,-64,-324,-992,
292,284,-192,620,-840,297,-12,-108,-1008,234,-100,-380,-972,
293,282,-172,576,-888,296,40,-128,-976,236,-48,-440,-976,
294,283,-152,536,-912,297,12,-184,-1008,228,-24,-472,-952,
295,283,-156,512,-932,300,12,-268,-960,223,0,-516,-956,
296,283,-176,484,-940,295,24,-352,-976,219,-4,-528,-924,
297,284,-172,452,-972,296,12,-360,-940,217,0,-552,-912,
298,285,-168,428,-980,298,24,-376,-940,219,20,-560,-888,
299,286,-172,416,-988,294,-4,-412,-916,216,20,-580,-892,
300,284,-192,408,-996,295,0,-444,-920,216,24,-596,-876,
301,286,-164,624,-1400,297,-32,-476,-900,214,24,-620,-856,
302,286,-164,364,-1012,297,-32,-448,-900,214,48,-616,-864,
303,283,-168,364,-1008,295,-20,-460,-880,212,56,-616,-832,
304,285,-160,320,-1008,295,-12,-500,-884,212,76,-664,-836,
305,283,-156,320,-1020,297,-32,-524,-864,214,68,-680,-820,
306,284,-148,304,-1036,298,-80,-544,-872,213,68,-676,-788,
307,286,-144,292,-1032,296,-108,-548,-848,214,76,-676,-800,
308,283,-136,272,-1040,295,-100,-552,-840,216,92,-700,-772,
309,285,-144,260,-1048,295,-112,-580,-836,213,88,-712,-784,
310,283,-144,252,-1052,297,-68,-596,-836,213,104,-712,-760,
311,284,-140,236,-1056,297,-76,-604,-828,212,104,-716,-756,
312,284,-120,232,-1052,295,-48,-644,-816,213,124,-716,-756,
313,283,-124,216,-1056,295,-80,-640,-808,213,132,-720,-748,
314,282,-120,212,-1060,297,-96,-620,-812,211,132,-740,-732,
315,284,-132,200,-1064,296,-72,-668,-792,213,140,-736,-740,
316,282,-124,196,-1064,298,-80,-628,-780,212,152,-720,-720,
317,283,-120,196,-1056,297,-76,-652,-768,212,144,-752,-720,
318,283,-120,180,-1064,298,-80,-664,-776,212,152,-752,-720,
319,283,-120,164,-1068,298,-76,-708,-776,212,180,-744,-704,
320,282,-116,148,-1076,297,-84,-716,-756,212,232,-772,-680,
321,282,-116,132,-1076,298,-84,-692,-740,213,240,-760,-664,
322,280,-108,140,-1072,294,-92,-708,-740,212,236,-760,-672,
323,281,-100,124,-1068,299,-92,-716,-736,212,252,-776,-676,
324,280,-112,120,-1072,300,-80,-700,-728,211,236,-768,-652,
325,281,-108,92,-1072,298,-84,-712,-708,212,260,-780,-648,
326,281,-96,84,-1084,299,-72,-776,-724,213,240,-800,-632,
327,282,-104,76,-1080,299,-72,-768,-704,212,264,-800,-632,
328,283,-96,72,-1080,299,-64,-740,-688,212,252,-788,-624,
329,280,-96,64,-1076,299,-52,-764,-696,211,264,-800,-616,
330,280,-88,48,-1084,301,-72,-768,-692,211,256,-812,-608,
331,281,-92,48,-1084,297,-68,-772,-680,212,272,-800,-600,
332,282,-84,40,-1080,300,-60,-784,-672,210,264,-808,-592,
333,280,-92,28,-1084,298,-48,-784,-664,211,260,-820,-580,
334,280,-92,16,-1080,301,-52,-792,-660,210,264,-832,-572,
335,280,-96,12,-1080,297,-48,-796,-652,211,260,-840,-564,
336,281,-88,4,-1076,297,-48,-812,-636,213,260,-840,-552,
337,280,-88,-4,-1076,301,-52,-800,-628,211,260,-844,-552,
338,281,-96,-4,-1076,302,-56,-824,-624,211,264,-852,-544,
339,278,-96,-32,-1080,300,-64,-828,-620,210,280,-856,-540,
340,278,-80,-32,-1084,298,-44,-816,-620,211,264,-852,-528,
341,278,-80,-40,-1084,297,-60,-820,-604,212,272,-852,-528,
342,278,-72,-48,-1084,299,-56,-824,-616,209,264,-868,-524,
343,279,-72,-48,-1080,298,-52,-840,-604,211,264,-856,-508,
344,279,-80,-60,-1072,299,-52,-832,-592,212,268,-868,-512,
345,277,-68,-68,-1092,303,-52,-844,-596,211,268,-880,-496,
346,278,-72,-68,-1092,301,-52,-852,-584,211,268,-880,-496,
347,278,-64,-68,-1092,302,-56,-852,-576,212,264,-888,-484,
348,278,-72,-88,-1080,302,-60,-856,-564,211,260,-896,-488,
349,277,-72,-104,-1088,298,-48,-868,-568,212,268,-884,-480,
350,276,-72,-112,-1076,301,-52,-856,-560,212,268,-884,-460,
351,277,-68,-120,-1080,301,-52,-856,-556,210,268,-892,-460,
352,276,-60,-132,-1080,302,-60,-872,-544,212,276,-908,-460,
353,277,-64,-136,-1072,301,-60,-884,-540,212,264,-896,-436,
354,277,-60,-152,-1068,300,-64,-884,-532,213,256,-916,-420,
355,274,-56,-164,-1068,304,-64,-916,-524,213,264,-904,-432,
356,275,-64,-172,-1072,304,-52,-908,-524,212,264,-924,-432,
357,275,-56,-188,-1068,302,-52,-916,-516,211,260,-936,-408,
358,275,-52,-196,-1076,302,-64,-916,-504,211,264,-920,-388,
359,272,-56,-196,-1060,303,-52,-912,-492,215,256,-940,-392,
360,275,-56,-204,-1068,301,-76,-916,-492,212,272,-944,-380,
361,275,-52,-212,-1072,302,-60,-924,-496,211,276,-924,-388,
362,273,-52,-220,-1060,301,-60,-904,-488,213,268,-932,-376,
363,272,-56,-224,-1056,301,-56,-920,-480,215,276,-932,-376,
364,272,-52,-228,-1060,300,-56,-932,-484,213,296,-940,-368,
365,273,-40,-232,-1056,301,-56,-932,-488,212,284,-912,-392,
366,271,-40,-240,-1056,300,-56,-920,-476,213,280,-936,-376,
367,270,-52,-248,-1060,304,-60,-936,-472,213,284,-916,-380,
368,272,-52,-260,-1056,303,-52,-940,-448,212,292,-940,-372,
369,272,-40,-260,-1048,299,-60,-924,-448,215,276,-948,-376,
370,271,-40,-260,-1052,299,-60,-940,-456,213,288,-932,-372,
371,271,-52,-272,-1044,301,-76,-964,-456,213,272,-936,-380,
372,275,-44,-272,-1044,303,-60,-952,-436,213,296,-952,-360,
373,269,-40,-288,-1040,302,-72,-956,-436,211,292,-924,-380,Pose2
374,271,-52,-272,-1044,301,-72,-944,-420,214,300,-912,-364,
375,270,-44,-296,-1052,301,-72,-956,-424,214,300,-952,-376,
376,272,-32,-292,-1032,301,-68,-956,-420,213,304,-912,-364,
377,273,-24,-284,-1040,302,-60,-920,-404,213,296,-908,-364,
378,272,-48,-296,-1052,301,-68,-984,-420,213,300,-944,-368,
379,273,-36,-280,-1032,302,-52,-960,-408,212,308,-944,-372,
380,273,-32,-284,-1024,302,-52,-960,-384,214,312,-912,-372,
381,271,-44,-284,-1032,303,-60,-1004,-384,214,296,-952,-348,
382,273,-28,-328,-1036,302,-52,-980,-376,213,304,-916,-336,
383,271,-32,-316,-1024,303,-52,-996,-340,209,328,-944,-360,
384,273,-16,-340,-1048,304,-40,-992,-368,212,316,-948,-360,
385,272,-32,-340,-1032,303,-24,-1008,-376,214,304,-904,-356,
386,274,-44,-324,-1036,303,-44,-980,-364,213,312,-892,-380,
387,274,-32,-324,-1020,302,-40,-960,-372,212,288,-912,-384,
388,275,-20,-328,-1020,302,-32,-960,-380,212,300,-912,-364,
389,273,-32,-336,-1028,303,-44,-988,-368,213,300,-920,-368,
390,272,-32,-340,-1028,303,-52,-988,-364,215,292,-936,-352,
391,274,-16,-356,-1020,302,-48,-968,-360,217,280,-976,-356,
392,275,-20,-364,-1032,303,-48,-1008,-368,213,296,-908,-356,
393,274,-24,-296,-1008,302,-60,-980,-364,214,252,-944,-344,
394,277,-40,-336,-1008,302,-36,-952,-348,211,316,-1000,-348,
395,276,-24,-348,-1016,302,-44,-1012,-356,213,276,-912,-356,
396,275,-20,-336,-1012,302,-40,-972,-356,213,272,-932,-356,
397,273,-28,-352,-1032,302,-40,-992,-368,212,292,-932,-340,
398,272,-40,-340,-1024,302,-24,-996,-360,212,288,-936,-356,
399,274,-36,-328,-1032,305,-28,-964,-360,211,292,-920,-356,
400,275,-36,-340,-1028,305,-32,-980,-368,211,284,-940,-364,
401,275,-44,-320,-1032,303,-24,-992,-364,212,288,-924,-340,
402,275,-36,-332,-1028,301,-40,-996,-360,211,284,-948,-348,
403,274,-32,-332,-1028,303,-44,-984,-360,212,272,-940,-336,
404,275,-36,-340,-1044,303,-36,-996,-356,212,296,-948,-336,
405,274,-32,-332,-1024,304,-40,-968,-372,210,292,-928,-376,
406,274,-40,-340,-1032,304,-40,-968,-380,212,280,-940,-356,
407,274,-36,-328,-1036,300,-44,-976,-364,212,288,-920,-340,
408,273,-40,-328,-1024,304,-44,-972,-372,212,284,-948,-356,
409,275,-36,-332,-1012,304,-40,-960,-364,212,272,-940,-364,
410,274,-28,-336,-1028,305,-48,-964,-368,211,272,-944,-372,
411,276,-44,-352,-1024,302,-36,-972,-372,212,284,-936,-356,
412,276,-28,-344,-1032,305,-36,-972,-376,212,272,-952,-368,
413,276,-36,-352,-1024,304,-40,-980,-364,213,280,-940,-352,
