,x5,y5,z5,c5,x6,y6,z6,c6,x7,y7,z7,c7,
405,-1028,302,-84,-968,-400,217,284,-916,-404,277,-60,-312,
406,-1024,307,-84,-1004,-428,219,284,-916,-396,281,-60,-324,
407,-1032,305,-80,-1000,-380,218,292,-960,-416,278,-72,-316,
408,-1036,303,-60,-1024,-396,220,272,-936,-396,278,-60,-320,
409,-1028,304,-72,-984,-392,217,256,-944,-388,277,-60,-320,
410,-1040,303,-104,-992,-376,220,260,-956,-384,276,-68,-324,
411,-1040,303,-76,-984,-384,218,264,-928,-356,277,-72,-324,
412,-1032,303,-64,-972,-368,216,264,-944,-368,277,-68,-324,
413,-1024,306,-80,-980,-368,215,260,-964,-356,278,-68,-324,
414,-1032,303,-68,-960,-372,216,272,-936,-372,276,-56,-324,
415,-1032,304,-76,-988,-384,218,272,-940,-368,277,-52,-332,
416,-1036,300,-80,-968,-376,216,264,-928,-364,278,-48,-340,
417,-1024,307,-48,-960,-396,218,260,-968,-356,277,-60,-344,
418,-1036,305,-60,-976,-368,216,264,-960,-356,277,-56,-332,
419,-1024,306,-60,-972,-384,216,272,-940,-364,276,-56,-348,
420,-1016,306,-60,-976,-368,217,264,-952,-372,276,-60,-352,
421,-1020,305,-72,-984,-372,216,256,-936,-368,277,-56,-356,
422,-1020,303,-72,-984,-380,217,256,-936,-372,279,-56,-348,
423,-1008,306,-64,-988,-368,218,244,-928,-376,278,-56,-356,
424,-1032,307,-52,-976,-376,217,252,-948,-388,279,-64,-340,
425,-1024,306,-68,-976,-380,217,252,-944,-376,277,-68,-344,
426,-1028,308,-64,-988,-380,221,260,-936,-384,279,-64,-332,
427,-1024,304,-68,-972,-384,219,252,-908,-396,279,-60,-340,
428,-1016,304,-68,-972,-380,216,276,-916,-388,278,-60,-328,
429,-1020,303,-68,-940,-396,219,256,-920,-384,280,-64,-316,
430,-1032,306,-72,-968,-396,217,272,-924,-400,279,-64,-328,
431,-1032,307,-84,-960,-396,218,264,-928,-404,279,-56,-328,
432,-1024,305,-72,-952,-388,217,268,-944,-384,280,-56,-324,
433,-1024,302,-72,-972,-384,216,256,-936,-380,279,-56,-336,
434,-1024,305,-72,-976,-380,215,268,-940,-380,280,-60,-344,
435,-1020,304,-72,-984,-372,218,264,-940,-372,280,-72,-336,
436,-1024,305,-48,-980,-360,215,272,-948,-364,278,-72,-336,
437,-1020,307,-68,-1004,-364,217,252,-956,-352,276,-56,-348,
438,-1008,304,-68,-976,-368,216,256,-944,-344,278,-68,-348,
439,-1020,305,-64,-1000,-364,214,268,-964,-336,276,-56,-348,
440,-1024,305,-56,-988,-360,215,264,-944,-336,275,-68,-344,
441,-1028,305,-68,-988,-376,218,248,-912,-364,278,-52,-356,
442,-1024,303,-40,-980,-364,216,272,-936,-364,279,-76,-332,
443,-1020,305,-64,-960,-364,214,264,-936,-368,278,-56,-368,
444,-1016,303,-52,-976,-360,216,260,-944,-360,278,-68,-356,
445,-1024,304,-48,-992,-372,216,256,-944,-352,278,-64,-352,
446,-1016,306,-56,-964,-372,215,260,-956,-356,278,-48,-352,
447,-1020,303,-64,-1000,-380,217,272,-948,-356,275,-60,-360,
448,-1024,305,-48,-956,-360,215,248,-984,-344,278,-52,-348,
449,-1016,302,-68,-1028,-328,223,296,-900,-364,280,-64,-368,
450,-1016,305,-52,-1004,-364,215,276,-916,-376,279,-64,-352,
451,-1016,306,-44,-912,-376,217,276,-896,-396,279,-56,-364,
452,-1020,304,-48,-948,-360,214,276,-952,-376,279,-60,-352,
453,-1016,305,-44,-948,-360,214,268,-936,-376,278,-56,-352,
454,-1012,304,-48,-948,-340,218,276,-956,-364,277,-64,-372,
455,-1008,304,-48,-968,-364,214,276,-956,-376,279,-56,-356,
456,-1020,304,-68,-968,-368,217,272,-960,-360,278,-60,-340,
457,-1024,302,-68,-996,-372,216,256,-952,-376,279,-60,-344,
458,-1024,304,-48,-1004,-360,216,272,-952,-372,279,-56,-348,
459,-1024,304,-84,-1004,-360,215,268,-960,-380,278,-56,-352,
460,-1024,304,-84,-972,-368,213,268,-904,-364,277,-60,-356,
461,-1028,304,-64,-1036,-376,218,268,-920,-368,279,-72,-348,
462,-1028,303,-52,-976,-376,215,276,-952,-384,280,-60,-344,
463,-1024,305,-56,-1008,-368,214,276,-952,-388,279,-64,-344,
464,-1028,305,-72,-956,-376,216,276,-932,-376,278,-60,-344,
465,-1028,303,-80,-944,-392,217,268,-928,-376,277,-64,-336,
466,-1028,303,-68,-972,-396,216,264,-916,-364,277,-68,-360,
467,-1032,304,-68,-1008,-380,221,276,-928,-336,278,-64,-360,
468,-1028,305,-44,-976,-380,215,280,-924,-368,276,-56,-344,
469,-1020,306,-44,-944,-384,215,252,-940,-380,278,-56,-340,
470,-1020,303,-48,-976,-364,218,272,-952,-376,276,-56,-336,
471,-1024,306,-60,-980,-392,217,272,-932,-360,280,-56,-340,
472,-1028,305,-64,-968,-384,217,268,-944,-372,277,-56,-344,
473,-1020,303,-64,-956,-384,215,264,-920,-376,280,-60,-336,
474,-1016,307,-56,-968,-372,217,252,-940,-372,279,-52,-344,
475,-1016,306,-56,-964,-368,217,268,-956,-372,279,-56,-344,
476,-1024,304,-56,-976,-368,217,256,-936,-360,277,-52,-352,
477,-1020,305,-52,-980,-360,217,264,-960,-352,278,-60,-360,
478,-1008,306,-48,-984,-364,216,264,-940,-348,277,-64,-356,
479,-1008,303,-56,-988,-360,217,264,-948,-348,278,-64,-352,
480,-1016,303,-48,-984,-356,218,268,-936,-356,279,-52,-356,
481,-1016,305,-60,-988,-356,217,252,-952,-356,276,-52,-356,
482,-1020,304,-56,-988,-352,217,260,-952,-352,278,-56,-356,
483,-1020,303,-60,-964,-364,216,260,-936,-352,278,-56,-360,
484,-1024,303,-56,-988,-372,218,272,-924,-352,275,-64,-352,
485,-1024,309,-44,-972,-360,216,256,-952,-356,277,-52,-364,
486,-1016,306,-44,-988,-384,216,260,-944,-364,278,-56,-360,
487,-1020,306,-64,-980,-376,217,260,-944,-364,279,-56,-360,
488,-1020,304,-64,-980,-372,216,260,-944,-364,279,-52,-360,
489,-1020,307,-64,-968,-372,218,260,-944,-376,277,-48,-360,
490,-1020,304,-52,-968,-380,216,264,-944,-388,279,-52,-348,
491,-1008,308,-60,-988,-380,214,264,-932,-372,281,-40,-352,
492,-1008,305,-32,-988,-384,218,248,-916,-380,279,-40,-352,
493,-1016,305,-60,-988,-380,217,248,-928,-372,280,-56,-360,
494,-1012,306,-80,-992,-376,219,264,-944,-376,279,-52,-352,
495,-1012,305,-56,-972,-376,216,280,-932,-372,279,-60,-352,
496,-1024,306,-52,-1000,-384,217,268,-940,-388,279,-48,-352,
497,-1016,306,-60,-968,-376,217,268,-936,-376,279,-48,-356,
498,-1020,305,-48,-980,-380,217,260,-948,-376,279,-52,-344,
499,-1012,309,-60,-956,-380,216,280,-916,-376,282,-40,-348,
500,-1024,306,-60,-968,-372,217,272,-932,-376,279,-52,-344,
501,-1024,306,-52,-968,-364,218,256,-928,-360,280,-48,-344,
502,-1012,306,-40,-1004,-376,216,276,-968,-360,280,-56,-352,
503,-1024,305,-40,-972,-364,217,260,-956,-352,278,-48,-364,
504,-1016,307,-40,-1000,-360,215,276,-932,-364,281,-56,-364,
505,-1000,307,-52,-996,-360,215,260,-940,-348,280,-48,-372,
506,-1012,306,-52,-996,-344,217,252,-964,-344,281,-52,-372,
507,-1012,308,-40,-988,-344,217,248,-968,-328,278,-52,-372,
508,-1012,304,-52,-996,-340,212,268,-968,-340,279,-48,-376,
509,-1016,308,-48,-996,-336,217,240,-952,-328,276,-48,-376,
510,-1012,309,-48,-996,-352,215,260,-948,-328,277,-60,-380,
511,-1016,308,-40,-1008,-332,214,256,-948,-340,280,-36,-368,
512,-1000,306,-52,-976,-348,215,252,-956,-328,278,-40,-372,
513,-1016,304,-52,-984,-364,216,256,-940,-348,278,-60,-364,
514,-1016,306,-44,-988,-364,214,264,-924,-364,278,-48,-368,
515,-1012,306,-52,-988,-368,216,248,-948,-368,279,-48,-368,
516,-1020,305,-56,-980,-360,217,260,-936,-360,279,-48,-368,
517,-1024,307,-52,-976,-372,216,264,-940,-356,278,-44,-388,
518,-1016,307,-44,-996,-364,214,260,-944,-348,280,-52,-376,
519,-1000,307,-44,-988,-352,215,260,-944,-332,276,-56,-384,
520,-1008,305,-32,-976,-352,215,252,-956,-344,277,-52,-380,
521,-1004,306,-40,-992,-356,214,264,-952,-352,279,-56,-388,
522,-1008,306,-44,-1004,-360,215,260,-932,-348,279,-48,-368,
523,-1004,307,-24,-996,-352,214,256,-948,-360,281,-56,-376,
524,-1004,306,-44,-1000,-348,218,248,-948,-344,281,-48,-388,
525,-1008,305,-36,-988,-344,216,260,-944,-348,278,-60,-388,
526,-996,305,-40,-992,-348,214,256,-960,-352,279,-52,-388,
527,-1000,307,-28,-992,-348,216,244,-960,-344,280,-56,-388,
528,-1004,302,-60,-1000,-348,216,260,-952,-364,279,-56,-380,
529,-1008,301,-52,-1004,-348,214,272,-936,-352,278,-52,-372,
530,-1012,306,-36,-980,-348,213,264,-940,-356,278,-56,-380,
531,-1008,305,-36,-1004,-344,212,268,-952,-344,278,-56,-368,
532,-1012,304,-56,-972,-332,217,264,-948,-340,278,-56,-384,
533,-1004,306,-52,-976,-344,215,260,-944,-336,277,-60,-384,
534,-1004,308,-48,-996,-328,217,252,-952,-332,278,-52,-380,
535,-1008,305,-40,-1000,-324,216,264,-964,-328,277,-36,-388,
536,-1008,306,-40,-996,-328,216,272,-948,-340,278,-64,-380,
537,-1000,306,-36,-980,-328,215,264,-956,-344,277,-56,-380,
538,-1004,308,-40,-992,-328,215,264,-952,-336,278,-64,-372,
539,-1004,308,-24,-976,-328,215,264,-936,-356,279,-60,-364,
540,-1020,303,-52,-1004,-344,218,244,-972,-352,279,-64,-376,
541,-1004,304,-48,-940,-344,213,248,-1000,-360,282,-64,-380,
542,-1012,307,-44,-964,-340,215,252,-952,-356,278,-56,-384,
543,-1008,305,-44,-948,-328,214,244,-936,-356,278,-52,-372,
544,-1012,307,-56,-1000,-348,217,252,-944,-352,279,-60,-388,
545,-1016,306,-48,-980,-348,217,276,-884,-356,279,-64,-372,
546,-1012,307,-36,-980,-336,220,260,-968,-356,279,-32,-372,
547,-1012,304,-32,-1024,-328,214,288,-952,-364,279,-36,-380,
548,-1016,306,-32,-1020,-356,217,296,-936,-380,281,-52,-368,
549,-1028,306,-60,-972,-356,215,288,-896,-376,278,-48,-352,
550,-1012,307,-36,-948,-388,215,288,-944,-396,280,-44,-356,
551,-1032,306,-44,-988,-380,216,276,-900,-388,279,-52,-356,
552,-1024,308,-52,-988,-372,216,284,-932,-388,280,-56,-356,
553,-1020,308,-56,-988,-372,217,280,-896,-392,280,-56,-368,
554,-1020,306,-56,-1012,-360,216,256,-928,-392,280,-64,-372,
555,-1008,309,-48,-984,-356,216,272,-916,-392,281,-52,-372,
556,-1008,307,-44,-1008,-360,217,268,-916,-392,280,-56,-372,
557,-1008,306,-56,-976,-352,217,268,-924,-372,278,-56,-376,
558,-1012,310,-48,-988,-348,214,268,-932,-368,279,-48,-384,
559,-1004,306,-44,-976,-356,216,280,-928,-360,279,-48,-372,
560,-1016,308,-56,-996,-352,217,252,-924,-384,278,-56,-372,
561,-1008,305,-44,-984,-352,218,288,-924,-380,278,-48,-376,
562,-1016,308,-52,-988,-352,217,280,-960,-364,281,-56,-380,
563,-1016,305,-52,-1012,-340,216,260,-940,-348,280,-52,-380,
564,-1008,309,-48,-1004,-340,215,296,-912,-344,280,-52,-372,
565,-1008,305,-40,-984,-344,216,272,-948,-348,278,-48,-384,
566,-1016,308,-48,-992,-340,215,272,-944,-352,279,-44,-376,
567,-1016,306,-44,-976,-348,212,272,-944,-340,278,-52,-376,
568,-1012,307,-44,-1012,-340,216,264,-948,-348,277,-60,-380,
569,-1000,307,-36,-980,-340,217,268,-932,-360,280,-56,-388,
570,-1008,308,-36,-984,-372,215,272,-948,-356,280,-52,-380,
571,-1012,307,-52,-976,-372,216,272,-932,-364,279,-48,-384,
572,-1008,309,-52,-996,-364,215,272,-940,-364,277,-44,-380,
573,-1008,306,-56,-1000,-372,215,272,-952,-360,279,-44,-384,
574,-1012,305,-52,-984,-372,217,264,-928,-376,279,-56,-376,
575,-1000,308,-44,-984,-372,217,280,-932,-364,279,-48,-376,
576,-1008,307,-56,-964,-380,216,280,-932,-368,281,-64,-368,
577,-1012,306,-40,-968,-372,215,276,-940,-376,280,-48,-372,
578,-1012,306,-60,-964,-376,217,268,-944,-364,279,-52,-384,
579,-1008,307,-68,-972,-376,220,252,-936,-360,279,-48,-384,
580,-1000,308,-40,-972,-380,214,280,-968,-360,278,-44,-384,
581,-996,307,-40,-972,-388,216,272,-940,-360,279,-44,-384,
582,-1016,308,-40,-968,-368,216,268,-932,-368,278,-40,-380,
583,-1012,305,-44,-968,-376,215,272,-932,-372,279,-40,-384,
584,-1004,305,-56,-976,-372,215,272,-940,-360,278,-44,-376,
585,-1008,305,-32,-992,-372,216,268,-948,-348,277,-48,-384,
586,-1004,305,-36,-980,-372,214,284,-944,-352,277,-48,-392,
587,-1004,306,-60,-980,-372,216,276,-940,-352,277,-44,-388,
588,-996,307,-48,-992,-368,215,272,-944,-356,278,-44,-380,
589,-1004,306,-56,-980,-372,215,268,-952,-340,277,-44,-384,
590,-1020,307,-48,-980,-360,217,268,-944,-340,277,-48,-388,
591,-1000,307,-48,-980,-364,216,276,-944,-336,278,-52,-380,
592,-1000,309,-40,-972,-364,213,272,-948,-336,276,-48,-388,
593,-1012,308,-52,-988,-368,215,280,-936,-344,279,-60,-380,
594,-1012,309,-52,-992,-364,214,268,-944,-344,278,-44,-380,
595,-996,307,-44,-984,-368,216,280,-940,-348,278,-48,-380,
596,-1004,307,-52,-972,-376,216,268,-944,-352,278,-36,-384,
597,-1012,304,-32,-984,-380,216,280,-964,-344,277,-48,-372,
598,-1000,307,-40,-980,-376,215,272,-940,-348,277,-48,-388,
599,-1004,306,-20,-976,-376,215,272,-940,-348,278,-40,-380,
600,-1012,309,-40,-984,-368,216,272,-944,-352,277,-48,-392,
601,-1016,308,-60,-964,-372,216,272,-948,-344,278,-52,-392,
602,-1008,309,-48,-988,-364,216,268,-944,-352,279,-44,-380,
603,-1004,306,-48,-976,-360,215,272,-952,-352,277,-40,-384,
604,-1004,306,-48,-976,-372,214,280,-952,-352,277,-40,-384,
605,-1004,306,-36,-984,-360,216,268,-948,-340,278,-40,-388,
606,-1000,306,-44,-980,-364,215,276,-952,-352,277,-40,-388,
607,-1000,306,-60,-996,-356,217,256,-936,-348,277,-44,-388,
608,-1000,306,-60,-980,-356,216,280,-940,-344,278,-44,-388,
609,-996,306,-40,-992,-360,216,256,-952,-332,278,-48,-400,
610,-1008,307,-52,-1000,-356,214,264,-960,-324,276,-48,-400,
611,-1008,306,-28,-1000,-340,215,260,-944,-324,278,-44,-400,
612,-992,307,-36,-1000,-332,215,268,-968,-320,276,-56,-412,
613,-996,306,-28,-988,-332,215,264,-956,-304,277,-56,-412,
614,-992,306,-24,-1000,-340,213,260,-964,-308,276,-60,-412,
615,-992,306,-40,-984,-332,218,248,-964,-316,277,-44,-408,
616,-1000,306,-32,-1012,-320,215,252,-960,-300,274,-52,-408,
617,-992,306,-60,-1000,-312,218,264,-960,-312,276,-56,-408,
618,-992,309,-44,-996,-328,218,256,-960,-308,275,-40,-412,
619,-988,307,-44,-988,-324,214,264,-956,-304,276,-56,-424,
620,-992,306,-24,-988,-308,213,252,-956,-300,276,-52,-428,
621,-988,306,-28,-1000,-300,217,264,-956,-308,276,-48,-420,
622,-984,306,,,,,,,,,,,
