Unnamed: 0,x5,y5,z5,c5,x6,y6,z6,c6,x7,y7,z7,c7,rolling_var_x5_10,rolling_var_y5_10,rolling_var_z5_10,rolling_var_c5_10,rolling_var_x6_10,rolling_var_y6_10,rolling_var_z6_10,rolling_var_c6_10,rolling_var_x7_10,rolling_var_y7_10,rolling_var_z7_10,rolling_var_c7_10,rolling_var_x5_20,rolling_var_y5_20,rolling_var_z5_20,rolling_var_c5_20,rolling_var_x6_20,rolling_var_y6_20,rolling_var_z6_20,rolling_var_c6_20,rolling_var_x7_20,rolling_var_y7_20,rolling_var_z7_20,rolling_var_c7_20
10,150,-176,1048,-248,247,-164,976,-396.0,244.0,-36.0,1008.0,124.0,13.239999999999998,145.44,163.84,471.84,42.21,329.6,709.76,363.04,12.239999999999998,111.36000000000001,105.75999999999999,45.440000000000005,10.0475,123.0,110.55999999999999,716.1600000000001,45.247499999999995,191.16000000000003,471.2,268.64,8.15,77.56,80.44000000000001,40.75999999999999
11,146,-132,1044,-208,239,-200,888,-376.0,247.0,-28.0,1004.0,144.0,12.61,90.4,171.04000000000002,131.84,18.839999999999996,237.6,592.0,282.4,11.09,113.44000000000001,103.2,28.159999999999997,10.789999999999997,104.64000000000001,114.4,469.75999999999993,29.3875,204.0,413.24000000000007,217.43999999999997,11.16,78.24,80.44000000000001,27.0
12,144,-148,1064,-192,230,-216,988,-360.0,245.0,-52.0,1032.0,144.0,12.64,55.83999999999999,166.4,187.04000000000002,14.359999999999996,245.76,300.9599999999999,247.83999999999997,11.359999999999998,106.24000000000001,94.23999999999998,32.15999999999999,11.8475,98.04,114.4,411.96000000000004,23.627500000000005,202.24000000000004,275.2,195.64000000000001,11.04,74.56000000000002,76.96,30.24
13,154,-152,1044,-176,225,-232,952,-348.0,243.0,-28.0,1032.0,136.0,12.64,54.55999999999999,158.24,301.43999999999994,16.759999999999998,204.96000000000004,112.8,293.76,10.409999999999998,84.64000000000001,67.35999999999999,35.84000000000001,10.227500000000001,94.2,110.55999999999999,413.7600000000001,26.0875,176.44,173.56,194.36000000000007,10.11,62.4,61.55999999999999,29.55999999999999
14,148,-168,1020,-168,227,-204,956,-320.0,242.0,-52.0,1008.0,136.0,10.089999999999998,70.4,156.95999999999998,304.64,23.209999999999997,53.75999999999999,108.8,291.36000000000007,6.81,92.8,35.2,35.84000000000001,10.689999999999998,98.36,108.0,450.24000000000007,27.147499999999997,96.75999999999999,168.16,192.63999999999996,7.9275,59.04000000000002,44.6,29.559999999999995
15,143,-148,1060,-200,235,-192,932,-356.0,249.0,-48.0,1012.0,148.0,12.24,44.959999999999994,35.36,319.35999999999996,23.209999999999997,53.760000000000005,160.16,168.95999999999998,1.0,81.44000000000001,34.56,32.8,11.6875,109.55999999999999,47.84000000000001,477.23999999999995,30.4475,88.16,163.95999999999998,149.75999999999996,4.527500000000001,47.15999999999999,44.6,29.240000000000002
16,150,-148,1056,-176,228,-176,920,-372.0,252.0,-20.0,1000.0,140.0,9.45,46.239999999999995,36.64,394.24000000000007,20.24,55.83999999999999,154.23999999999998,183.84,1.2899999999999998,64.64,35.36,29.44000000000001,9.01,118.24000000000001,50.35999999999999,383.15999999999997,25.540000000000006,88.16,161.6,155.64000000000001,4.890000000000001,39.36,44.959999999999994,33.44
17,143,-148,1052,-188,235,-192,940,-364.0,250.0,-40.0,1008.0,144.0,9.45,80.8,43.040000000000006,419.84000000000003,20.25,29.44000000000001,194.55999999999997,157.44,0.8099999999999999,47.35999999999999,18.560000000000002,29.6,8.9875,117.76000000000002,62.2,386.0400000000001,30.827500000000004,80.75999999999998,140.6,139.83999999999997,4.89,27.2,36.0,33.44
18,152,-156,1048,-188,231,-188,944,-372.0,251.0,-28.0,1016.0,132.0,5.2,77.43999999999998,41.6,348.15999999999997,22.409999999999997,46.239999999999995,199.04,151.2,0.8399999999999999,45.44,35.839999999999996,29.6,5.859999999999999,123.64000000000001,79.16,316.96,24.047499999999996,85.24,141.76,134.2,5.290000000000001,27.2,36.0,32.44000000000001
19,146,-140,1068,-180,226,-196,936,-372.0,251.0,-36.0,1012.0,136.0,4.76,94.24,41.6,256.0,20.159999999999997,46.24,225.44,116.64000000000001,0.64,43.040000000000006,35.839999999999996,23.04,5.9875,133.44,91.64000000000001,255.16000000000003,21.740000000000002,93.23999999999998,170.04000000000002,115.96,5.459999999999999,30.2,40.43999999999999,32.440000000000005
20,147,-160,1060,-180,228,-184,944,-340.0,249.0,-32.0,1016.0,148.0,3.21,77.44,41.6,192.16,20.159999999999997,46.24,229.76,70.55999999999999,1.64,43.040000000000006,51.2,29.6,5.109999999999999,111.03999999999999,97.44,202.35999999999999,21.06,95.84,169.43999999999997,94.56,5.827500000000001,30.2,42.35999999999999,39.15999999999999
21,149,-156,1048,-148,223,-188,956,-352.0,250.0,-40.0,1020.0,148.0,2.4899999999999998,80.16,46.239999999999995,130.56000000000003,20.089999999999996,138.4,233.75999999999993,140.95999999999998,7.85,43.040000000000006,56.959999999999994,25.759999999999998,4.1275,112.16000000000001,116.64000000000001,138.04,19.46,95.84000000000002,168.95999999999998,91.0,5.55,45.56,46.55999999999999,36.64
22,152,-156,1060,-140,234,-196,940,-332.0,250.0,-40.0,1008.0,148.0,3.45,104.96,54.4,137.6,20.889999999999997,138.23999999999998,233.75999999999993,141.44,7.840000000000001,41.6,58.4,27.04,4.1274999999999995,115.63999999999999,112.96,149.56,19.527500000000003,95.36000000000003,155.64000000000001,96.64000000000001,5.4475,47.160000000000004,50.03999999999999,36.64
23,151,-140,1060,-168,220,-196,932,-352.0,249.0,-24.0,1020.0,136.0,3.6099999999999994,104.96000000000001,57.75999999999999,156.16000000000003,11.61,138.23999999999998,234.23999999999995,91.03999999999999,7.809999999999998,39.84,55.04,19.359999999999996,4.51,115.63999999999999,118.55999999999999,168.95999999999998,13.209999999999997,95.36000000000003,164.15999999999997,84.96000000000001,5.4475,48.8,48.75999999999999,32.959999999999994
24,153,-156,1060,-160,227,-204,968,-356.0,249.0,-48.0,1016.0,140.0,4.81,59.039999999999985,57.75999999999999,133.76000000000002,11.239999999999998,137.76,224.63999999999996,91.03999999999999,7.6,24.96,52.0,19.359999999999996,4.6275,115.64000000000001,118.55999999999999,125.44000000000001,13.1875,123.63999999999999,161.43999999999997,90.35999999999999,5.24,38.56000000000001,47.04,45.55999999999999
25,152,-156,1052,-128,224,-196,936,-344.0,248.0,-36.0,1016.0,144.0,5.6899999999999995,64.63999999999999,55.2,110.24000000000001,11.040000000000001,114.55999999999999,163.84,125.43999999999998,7.209999999999999,12.8,54.55999999999999,21.759999999999998,4.540000000000001,117.23999999999998,131.95999999999998,137.4,14.5,117.43999999999998,123.64000000000001,88.8,4.959999999999999,35.64,51.0,45.55999999999999
26,150,-172,1048,-144,227,-196,912,-360.0,250.0,-28.0,1020.0,144.0,5.6899999999999995,62.23999999999999,63.35999999999999,93.6,10.359999999999998,108.96,163.84,125.43999999999998,6.489999999999999,12.8,54.55999999999999,29.439999999999998,5.527500000000001,117.24000000000001,149.23999999999995,152.64000000000001,14.747499999999997,117.56000000000002,123.35999999999999,87.04,4.2475,40.760000000000005,50.55999999999999,47.83999999999999
27,148,-152,1056,-156,217,-180,948,-360.0,249.0,-32.0,1000.0,144.0,5.4,62.23999999999999,80.64,110.23999999999998,11.76,108.96,86.55999999999999,120.96000000000001,6.089999999999999,5.76,50.56,25.759999999999998,5.527500000000001,119.04,153.76,170.55999999999997,13.089999999999998,117.56000000000002,97.4,82.35999999999999,4.027500000000001,39.35999999999999,50.55999999999999,50.04
28,150,-168,1048,-156,222,-188,924,-348.0,249.0,-40.0,1016.0,136.0,3.6399999999999997,92.96,110.24000000000001,85.75999999999999,11.639999999999999,117.75999999999999,83.2,115.2,5.239999999999999,3.84,35.83999999999999,21.759999999999998,6.359999999999999,123.96000000000004,170.35999999999999,160.44,13.089999999999998,143.83999999999997,154.24,85.24000000000001,3.6400000000000006,36.64,51.959999999999994,56.75999999999999
29,151,-168,1068,-152,226,-196,948,-348.0,253.0,-36.0,1028.0,132.0,3.0100000000000002,100.64,140.95999999999998,62.239999999999995,11.8,138.23999999999998,114.55999999999999,115.2,3.8,13.440000000000001,43.03999999999999,23.84,6.4,154.55999999999997,168.95999999999998,130.56,12.939999999999998,191.16,156.64,85.76000000000002,3.0474999999999994,37.55999999999999,52.0,59.04
30,153,-164,1064,-136,221,-160,948,-380.0,258.0,-40.0,1008.0,140.0,3.0899999999999994,112.64000000000001,152.95999999999998,35.84000000000001,8.440000000000001,144.16,106.23999999999998,113.44000000000001,3.8899999999999992,13.440000000000001,23.839999999999996,42.239999999999995,7.0875,205.24,167.03999999999996,105.6,10.9,198.56,158.84,96.64000000000001,3.0474999999999994,37.55999999999999,45.75999999999999,56.75999999999999
31,155,-176,1044,-140,221,-192,956,-356.0,251.0,-36.0,1008.0,132.0,3.96,112.16,187.04000000000002,36.0,8.25,41.760000000000005,96.16,31.360000000000003,1.25,41.6,28.160000000000004,42.4,7.0875,311.8,188.6,140.6,10.5875,224.95999999999998,165.56,96.64,3.0475000000000003,50.04,48.44,93.44
32,150,-156,1048,-132,218,-196,944,-352.0,251.0,-36.0,1012.0,140.0,4.56,119.84,170.24,39.839999999999996,8.040000000000001,40.96,64.0,31.360000000000003,1.25,46.239999999999995,40.96,46.239999999999995,12.3275,443.36,202.03999999999996,170.35999999999999,14.247499999999997,336.76000000000005,157.75999999999996,128.44,3.0100000000000002,49.4,53.239999999999995,115.83999999999999
33,155,-168,1060,-128,221,-184,940,-352.0,252.0,-36.0,1016.0,136.0,5.089999999999999,119.84,167.84,53.75999999999999,9.690000000000001,40.96,82.55999999999999,32.8,1.64,46.239999999999995,41.760000000000005,46.239999999999995,12.0275,535.16,263.36,379.0,15.410000000000002,414.24000000000007,163.64000000000001,226.56,6.06,64.76,55.15999999999999,119.8
34,155,-176,1052,-132,217,-184,928,-336.0,252.0,-40.0,1008.0,144.0,4.4399999999999995,170.24,167.84,54.4,9.69,99.84,82.55999999999999,31.360000000000003,2.16,44.16,41.760000000000005,67.84,15.0275,594.3599999999999,287.15999999999997,702.8399999999999,15.060000000000002,440.64000000000004,250.04000000000005,440.76000000000005,8.8275,77.24000000000001,56.8,140.8
35,152,-176,1064,-144,222,-192,936,-344.0,254.0,-36.0,1016.0,128.0,3.21,160.16000000000003,199.04000000000002,106.23999999999998,14.040000000000001,99.84,83.35999999999999,26.24,2.21,44.959999999999994,47.36,67.35999999999999,20.54,694.24,341.55999999999995,1507.9599999999998,16.05,496.44000000000005,255.83999999999997,541.5600000000001,12.76,104.96,55.040000000000006,163.84000000000003
36,151,-172,1040,-128,213,-196,940,-352.0,252.0,-36.0,1016.0,140.0,4.76,136.96000000000004,225.44,96.16,13.689999999999998,108.16,82.55999999999999,28.160000000000004,1.9600000000000002,59.04,46.239999999999995,50.56,25.459999999999997,784.44,345.76000000000005,2283.6400000000003,16.05,538.2399999999999,262.4,719.16,16.427500000000002,103.03999999999999,56.44000000000001,219.0
37,152,-144,1036,-144,223,-200,936,-352.0,254.0,-40.0,1008.0,140.0,4.81,121.76000000000003,211.2,115.35999999999999,12.8,108.16000000000001,108.16,25.76,1.9600000000000002,61.44000000000001,50.56,51.2,27.6875,847.3600000000002,375.2,3244.6,16.29,543.8399999999999,269.2399999999999,858.5600000000001,17.3475,152.76000000000002,60.6,311.04
38,153,-176,1072,-128,218,-204,916,-348.0,253.0,-48.0,1004.0,132.0,8.36,112.64000000000001,163.2,87.2,10.04,154.23999999999998,213.76,32.16,1.9600000000000002,61.44,67.36,73.75999999999999,44.6275,856.96,436.15999999999997,4391.84,17.259999999999998,525.44,286.84000000000003,1214.24,21.940000000000005,161.4,65.6,406.23999999999995
39,155,-156,1072,-132,222,-200,940,-352.0,254.0,-36.0,1020.0,152.0,8.809999999999999,169.76,158.24,83.36000000000001,10.16,244.0,144.63999999999996,35.839999999999996,1.89,57.760000000000005,55.839999999999996,73.75999999999999,65.14750000000001,956.64,515.36,5560.76,17.847499999999997,543.8,286.84000000000003,1680.1600000000003,24.089999999999996,195.83999999999997,60.6,511.8
40,150,-168,1076,-132,220,-200,936,-344.0,252.0,-56.0,1004.0,136.0,9.64,291.36,160.64000000000001,93.43999999999998,8.24,247.84,134.56,64.16,1.6,57.760000000000005,64.8,67.35999999999999,87.5875,948.96,604.96,6985.76,19.6275,597.76,389.55999999999995,2115.3599999999997,25.45,298.24,61.239999999999995,620.1600000000001
41,149,-152,1056,-124,220,-196,944,-340.0,251.0,-32.0,1024.0,148.0,9.61,511.35999999999996,189.44,195.2,6.8,336.16,147.84,160.64000000000001,4.84,57.75999999999999,64.8,144.16,116.9,1070.56,587.9599999999999,7907.960000000001,19.747499999999995,607.8399999999999,402.04,3441.6,26.247499999999995,368.44,69.55999999999999,975.8399999999999
42,149,-156,1068,-120,215,-196,952,-340.0,250.0,-44.0,1016.0,140.0,19.69,720.8,231.84,287.36,16.81,470.56000000000006,147.83999999999997,202.4,4.6899999999999995,48.64,64.8,177.44,188.14000000000001,1187.0400000000002,880.9599999999998,9288.16,20.310000000000002,595.0400000000001,1025.76,4570.5599999999995,30.747499999999995,399.04,72.44,1453.2400000000002
43,150,-140,1060,-136,221,-168,940,-340.0,250.0,-40.0,1016.0,156.0,17.84,828.8,320.15999999999997,697.76,19.85,518.4,177.44,327.84,9.2,76.8,67.83999999999999,179.84,305.29,1180.6,1243.9599999999998,11169.76,20.36,538.36,1682.4,5693.76,28.927500000000002,452.6,72.64000000000001,1944.64
44,152,-172,1040,-108,212,-184,948,-352.0,253.0,-44.0,1004.0,140.0,20.809999999999995,700.96,339.2,1292.9599999999998,18.809999999999995,530.5600000000001,388.64,590.24,11.289999999999997,96.8,70.55999999999999,151.04000000000002,437.05,959.1599999999999,1701.7599999999998,13136.439999999999,22.55,573.56,2316.16,7431.159999999999,30.627499999999998,461.23999999999995,72.75999999999999,2458.56
45,147,-156,1076,-116,215,-184,940,-352.0,253.0,-28.0,1012.0,148.0,27.29,766.24,407.2,2483.3599999999997,18.04,555.04,423.2,697.76,16.09,139.04000000000002,57.6,167.84000000000003,619.0274999999999,894.8400000000001,2297.44,15338.24,19.527499999999996,716.1600000000001,3157.2400000000002,9502.84,30.627500000000005,501.55999999999995,67.0,3198.2400000000002
46,150,-152,1044,-112,214,-196,956,-348.0,252.0,-48.0,1020.0,148.0,23.04,679.2,311.2,3338.2399999999993,17.689999999999998,553.6,440.96000000000004,859.0400000000002,18.889999999999997,92.96000000000001,56.959999999999994,179.36,834.4100000000001,739.96,2608.76,16862.84,17.840000000000003,681.4399999999999,3747.0,11504.8,29.6475,461.43999999999994,67.96,4139.04
47,157,-148,1076,-112,217,-216,976,-336.0,254.0,-40.0,1028.0,128.0,17.759999999999998,459.03999999999996,339.2,4088.9600000000005,17.359999999999996,441.6,426.4,859.04,16.49,167.2,60.959999999999994,200.96,1101.0875,549.5600000000001,3054.2400000000002,18142.559999999998,15.227499999999996,594.0400000000001,4560.960000000001,12983.8,26.759999999999998,489.43999999999994,75.04,5122.359999999999
48,154,-188,1068,-120,216,-160,964,-352.0,252.0,-44.0,1012.0,132.0,37.65,121.6,247.04000000000002,4537.76,18.0,96.64000000000001,283.03999999999996,916.6399999999998,18.8,151.83999999999997,60.96,276.64,1353.3400000000001,295.15999999999997,3160.44,19841.4,13.847499999999997,326.2,4991.039999999999,15088.76,26.439999999999998,476.64,72.75999999999999,6792.44
49,156,-196,1052,-136,214,-176,952,-364.0,253.0,-36.0,1004.0,136.0,55.35999999999999,84.64,195.35999999999999,4631.039999999999,15.409999999999997,121.6,187.04000000000002,1120.0,14.289999999999997,164.64,61.44,316.15999999999997,1579.54,237.76,3686.2399999999993,20756.159999999996,12.147499999999997,307.9600000000001,6368.44,16994.04,21.2275,481.4,107.35999999999999,8426.36
50,153,-212,1036,-156,216,-152,932,-380.0,258.0,-56.0,1004.0,112.0,71.69,38.559999999999995,216.95999999999998,4738.56,9.89,115.35999999999999,218.24,1217.44,8.8,231.2,44.160000000000004,340.64,1747.69,211.95999999999998,5218.039999999999,22653.6,8.9275,273.4,9436.960000000001,18258.559999999998,20.439999999999998,571.04,131.95999999999998,10552.64
51,163,-220,1036,-156,227,-140,944,-376.0,254.0,-44.0,1024.0,116.0,86.41,106.24000000000001,202.4,4129.44,7.489999999999999,142.24,206.23999999999995,2563.8399999999997,8.05,275.84,39.04,731.04,1835.1474999999998,254.56,7124.8,24893.6,6.26,336.76000000000005,13219.960000000001,21062.24,19.1475,647.8399999999999,166.84,12635.84
52,154,-216,1020,-196,223,-144,932,-396.0,261.0,-60.0,1020.0,128.0,176.09,259.36,490.4,3496.96,5.81,155.04000000000002,1004.8,3278.2400000000002,5.8,237.44,56.96,1271.04,1908.7099999999998,275.2,8530.240000000002,25906.039999999997,5.89,341.23999999999995,18356.0,23901.440000000002,13.410000000000002,641.4,204.63999999999996,14183.84
53,161,-208,1032,-216,219,-160,900,-420.0,261.0,-60.0,1020.0,116.0,290.16,282.4,957.4400000000002,3819.04,6.289999999999999,155.04000000000002,1793.44,3955.3599999999997,5.409999999999999,250.4,56.959999999999994,1557.7599999999998,1910.2475,290.04,9559.84,25558.840000000004,5.859999999999999,344.76,20004.640000000003,25638.2,13.459999999999999,681.4,214.84,15026.24
54,164,-220,1020,-268,223,-148,924,-408.0,263.0,-68.0,1016.0,112.0,415.21000000000004,301.44,1405.44,3926.4,5.81,142.24000000000004,2538.4,5507.2,8.559999999999999,220.16,56.959999999999994,1938.5600000000002,1872.6274999999998,343.84,10556.960000000001,26157.24,4.74,464.43999999999994,22247.8,26256.439999999995,13.01,743.04,218.35999999999999,15433.4
55,164,-220,1036,-272,222,-148,928,-424.0,263.0,-52.0,1020.0,100.0,580.64,301.44,1929.7599999999998,5380.639999999999,5.889999999999999,339.36,3384.9600000000005,6695.039999999999,9.040000000000001,230.4,58.4,2356.64,1794.7875,371.63999999999993,10836.8,26606.2,4.6875,468.64000000000004,23400.159999999996,26087.04,13.089999999999998,762.0400000000001,222.56000000000003,15648.16
56,162,-216,1024,-296,225,-156,928,-420.0,260.0,-80.0,1024.0,88.0,755.3599999999999,301.43999999999994,1987.8400000000001,5745.4400000000005,5.489999999999999,322.55999999999995,3558.5600000000004,7495.839999999999,9.2,123.04,60.959999999999994,3018.4,1654.2274999999997,445.43999999999994,10907.64,24717.56,4.290000000000001,544.16,24842.04,25882.04,13.247499999999999,703.04,223.83999999999997,15778.36
57,174,-224,1012,-316,225,-160,920,-456.0,265.0,-64.0,1028.0,84.0,889.0099999999999,280.96,1967.36,6204.160000000001,5.489999999999999,272.16,3854.2400000000002,6906.24,6.609999999999999,134.56,68.63999999999999,3636.6400000000003,1438.89,527.16,11530.560000000001,23981.239999999998,4.5,896.9599999999998,26665.76,24479.16,13.327499999999997,874.04,243.64000000000001,16107.039999999999
58,177,-232,1000,-332,223,-136,916,-476.0,263.0,-76.0,1024.0,80.0,975.4099999999999,276.64,1804.9599999999998,7391.360000000001,5.489999999999999,196.64000000000004,3692.96,7545.6,8.16,64.16,71.03999999999999,4648.96,1264.7475,529.6,12839.839999999998,22467.640000000003,4.5,1359.8,27924.159999999996,22705.44,16.1475,777.4399999999998,281.6,17873.6
59,179,-220,992,-360,226,-124,892,-480.0,262.0,-100.0,1012.0,68.0,978.2,298.4,2096.8,7696.0,5.76,215.84,4306.56,7510.56,7.040000000000001,45.44,152.95999999999998,5166.24,1075.5475000000001,523.0400000000001,14202.559999999998,21608.760000000002,4.347499999999999,1360.6399999999999,31283.960000000003,22322.04,15.847499999999997,746.3599999999999,508.64,20180.159999999996
60,185,-248,1008,-344,218,-128,920,-560.0,263.0,-92.0,1036.0,32.0,831.6899999999999,335.35999999999996,3444.6399999999994,9218.560000000001,6.839999999999999,239.35999999999999,6981.76,5920.8,8.959999999999999,233.76,217.76,5972.639999999999,847.8475000000001,535.8399999999999,14890.560000000001,20352.96,4.347499999999999,1343.3600000000001,37577.6,21367.8,17.6475,716.6,2388.96,24689.4
61,201,-264,956,-392,223,-132,820,-564.0,269.0,-92.0,1008.0,8.0,596.24,402.56,4247.2,9531.04,2.6100000000000003,454.4,8335.36,7404.160000000001,6.44,312.9599999999999,244.63999999999996,6566.56,622.49,822.5600000000001,21143.8,19300.159999999996,5.3875,1342.8400000000001,47184.439999999995,20011.04,17.8875,659.64,3952.6400000000003,31385.76
62,215,-248,936,-440,225,-144,808,-580.0,264.0,-96.0,1020.0,0.0,409.25,275.36,4896.160000000001,9450.4,2.05,477.44000000000005,13235.2,8612.64,6.44,353.43999999999994,298.23999999999995,6613.759999999999,452.54749999999996,714.5600000000001,40020.8,19920.760000000002,5.047499999999999,1331.84,61968.44,19005.760000000002,22.027499999999996,765.24,7971.839999999999,40031.04
63,222,-204,920,-460,227,-128,804,-632.0,270.0,-88.0,1020.0,-20.0,290.2099999999999,255.35999999999999,4975.36,8210.560000000001,2.05,467.2,13127.84,8008.959999999999,4.69,390.4,295.84,5852.8,341.84749999999997,683.96,56438.840000000004,23501.44,6.1875,1421.2399999999998,75412.63999999998,17672.44,21.627499999999998,723.8399999999999,12402.560000000001,50957.56
64,235,-220,904,-512,225,-92,776,-664.0,267.0,-100.0,1028.0,-44.0,154.0,332.15999999999997,5190.4,7718.56,2.05,784.64,12675.2,7017.76,4.959999999999999,400.64,281.75999999999993,4640.160000000001,237.41,1367.2,79795.04000000001,23142.4,11.6875,1367.2,90600.44000000002,15714.039999999999,25.2875,636.0,18816.44,61092.6
65,248,-220,904,-512,224,-128,788,-684.0,267.0,-96.0,1028.0,-76.0,67.48999999999998,364.96,4675.36,7162.24,2.04,551.8399999999999,11663.359999999997,6279.04,4.640000000000001,377.76000000000005,231.83999999999997,3492.0,174.05,1483.84,104882.36000000002,24135.04,17.44,1109.56,107543.36000000002,14247.16,29.4275,566.84,25082.36,70440.44
66,261,-232,896,-540,225,-120,752,-688.0,267.0,-104.0,1032.0,-96.0,25.49,461.43999999999994,3985.44,4824.96,1.81,624.64,9891.2,5626.239999999999,4.290000000000001,315.04,170.4,2637.44,138.64749999999998,2112.4399999999996,129170.04,22919.8,17.3875,1082.3600000000001,124398.23999999999,11955.0,32.989999999999995,477.43999999999994,31135.04,77194.04
67,264,-228,896,-596,223,-144,752,-752.0,270.0,-104.0,1016.0,-144.0,16.85,513.44,3571.84,3338.4,1.89,1035.0400000000002,8921.76,4074.4,6.0,403.2,80.63999999999999,2035.3600000000001,133.08999999999997,2280.64,147353.4,20319.8,17.2,1101.6,133029.56000000003,9300.0,34.7475,407.16,37056.439999999995,83417.6
68,270,-216,848,-604,226,-144,680,-768.0,267.0,-112.0,992.0,-164.0,13.959999999999999,513.44,3229.6,2378.4,1.0899999999999999,1607.0400000000002,6190.24,3228.1600000000003,9.01,260.64000000000004,77.44,3813.7599999999998,125.12749999999998,2485.24,168458.4,18246.840000000004,16.389999999999997,1265.6,140467.63999999998,7556.639999999998,36.35999999999999,324.0,43058.36,88162.04
69,270,-208,776,-672,228,-112,588,-768.0,274.0,-144.0,992.0,-212.0,25.689999999999998,531.3599999999999,3495.84,1825.44,1.4899999999999998,1537.44,7444.639999999999,3644.8,7.25,156.96,377.6,6585.76,123.92749999999998,2571.64,184178.04000000004,15748.960000000001,19.360000000000003,1691.9599999999998,146655.36000000002,5954.36,34.8875,266.35999999999996,48488.43999999999,90626.36000000002
